Nome_Departamento,Nome_Secao,Nome_Grupo,Nome_SubGrupo,NomeLoja,NomeAssociado,Venda Anterior,Venda Atual,Var% Venda,Qtde Itens Anterior,Qtde Itens Atual Trigger,Var% Qtd,Mrkd Anterior,Mrkd Atual,Dif Mrkd p.p,Qtde Cupom Ant Frac,Qtde Cupom Atu Frac,Var% Qtde Cupom,Ticket Méd. Ant.,Ticket Méd. Atu,Var% Tkt Méd,A.V. Venda Anterior,A.V. Venda Atual
MERCEARIA,CONSERVAS,MOLHOS,CATCHUP,PORTO VELHO,PADRAO,,1724,,,228,,,"42,52 %","42,52",,"17,17",,,"100,44",,,"53,42 %"
MERCEARIA,CONSERVAS,MOLHOS,CATCHUP,PRACA DAS NACOES,TORRE,,2742,,,316,,,"41,18 %","41,18",,"24,71",,,"110,95",,,"62,66 %"
MERCEARIA,CONSERVAS,MOLHOS,CATCHUP,PRACA SECA,TORRE,,3961,,,486,,,"43,93 %","43,93",,"36,70",,,"107,94",,,"57,04 %"
MERCEARIA,CONSERVAS,MOLHOS,CATCHUP,QUITANDINHA PETROPOLIS,GMAP,,3499,,,414,,,"40,15 %","40,15",,"23,43",,,"149,37",,,"63,37 %"
MERCEARIA,CONSERVAS,MOLHOS,CATCHUP,RETIRO - V.REDONDA,FLORESTA,,876,,,112,,,"42,49 %","42,49",,"9,14",,,"95,80",,,"54,53 %"
MERCEARIA,CONSERVAS,MOLHOS,CATCHUP,RIGAAS - BENFICA,RAMIGOS,,913,,,143,,,"36,00 %","36,00",,"18,33",,,"49,84",,,"61,42 %"
MERCEARIA,CONSERVAS,MOLHOS,CATCHUP,RIO BONITO 2,ALVORADA,,1607,,,238,,,"41,27 %","41,27",,"20,51",,,"78,38",,,"65,89 %"
MERCEARIA,CONSERVAS,MOLHOS,CATCHUP,RIO DAS PEDRA,TORRE,,7932,,,947,,,"42,89 %","42,89",,"41,38",,,"191,70",,,"63,21 %"
MERCEARIA,CONSERVAS,MOLHOS,CATCHUP,RIO DO OURO,ALVORADA,,1062,,,165,,,"40,15 %","40,15",,"14,63",,,"72,58",,,"66,80 %"
MERCEARIA,CONSERVAS,MOLHOS,CATCHUP,ROLAMAO - PINHEIRAL,FLORESTA,,928,,,95,,,"41,55 %","41,55",,"7,53",,,"123,29",,,"66,20 %"
MERCEARIA,CONSERVAS,MOLHOS,CATCHUP,S CECILIA - V.REDONDA,FLORESTA,,1023,,,101,,,"41,14 %","41,14",,"6,96",,,"147,01",,,"50,18 %"
MERCEARIA,CONSERVAS,MOLHOS,CATCHUP,SANTO CRISTO,GMAP,,3053,,,424,,,"42,80 %","42,80",,"24,41",,,"125,09",,,"59,78 %"
MERCEARIA,CONSERVAS,MOLHOS,CATCHUP,SAO CONRADO 1,TORRE,,7208,,,829,,,"43,16 %","43,16",,"33,37",,,"216,02",,,"61,17 %"
MERCEARIA,CONSERVAS,MOLHOS,CATCHUP,SAO CONRADO 2,TORRE,,3771,,,370,,,"45,17 %","45,17",,"24,25",,,"155,51",,,"50,43 %"
MERCEARIA,CONSERVAS,MOLHOS,CATCHUP,SAO JOAO DE MERITI,GMAP,,2090,,,276,,,"40,94 %","40,94",,"28,36",,,"73,69",,,"60,45 %"
MERCEARIA,CONSERVAS,MOLHOS,CATCHUP,SAO LUCAS - V.REDONDA,FLORESTA,,266,,,42,,,"41,30 %","41,30",,"3,82",,,"69,77",,,"58,70 %"
MERCEARIA,CONSERVAS,MOLHOS,CATCHUP,SAO PEDRO DA ALDEIA,ALVORADA,,1608,,,255,,,"40,90 %","40,90",,"23,67",,,"67,94",,,"56,26 %"
MERCEARIA,CONSERVAS,MOLHOS,CATCHUP,SARACURUNA,GMAP,,3376,,,466,,,"39,78 %","39,78",,"30,02",,,"112,47",,,"66,67 %"
MERCEARIA,CONSERVAS,MOLHOS,CATCHUP,SAVIO GAMA - V.REDOND,FLORESTA,,2690,,,251,,,"42,35 %","42,35",,"21,60",,,"124,58",,,"62,26 %"
MERCEARIA,CONSERVAS,MOLHOS,CATCHUP,SENADOR CAMARA,GMAP,,1856,,,265,,,"42,51 %","42,51",,"20,61",,,"90,03",,,"65,19 %"
MERCEARIA,CONSERVAS,MOLHOS,CATCHUP,SEPETIBAO,RAMIGOS,,1159,,,167,,,"35,55 %","35,55",,"11,99",,,"96,67",,,"54,81 %"
MERCEARIA,CONSERVAS,MOLHOS,CATCHUP,STA CRUZ DA SERRA,PADRAO,,1276,,,173,,,"42,01 %","42,01",,"13,84",,,"92,21",,,"60,76 %"
MERCEARIA,CONSERVAS,MOLHOS,CATCHUP,TANGUA,ALVORADA,,1557,,,222,,,"41,02 %","41,02",,"21,44",,,"72,61",,,"72,63 %"
MERCEARIA,CONSERVAS,MOLHOS,CATCHUP,TANUS BEDRAN,GMAP,,1877,,,269,,,"41,31 %","41,31",,"31,46",,,"59,65",,,"61,22 %"
MERCEARIA,CONSERVAS,MOLHOS,CATCHUP,TAQUARA,TORRE,,4766,,,510,,,"43,02 %","43,02",,"27,86",,,"171,05",,,"56,02 %"
MERCEARIA,CONSERVAS,MOLHOS,CATCHUP,TIJUCA,TORRE,,4884,,,490,,,"43,01 %","43,01",,"40,11",,,"121,75",,,"47,67 %"
MERCEARIA,CONSERVAS,MOLHOS,CATCHUP,TRINDADE,ALVORADA,,984,,,156,,,"40,55 %","40,55",,"19,02",,,"51,75",,,"56,90 %"
MERCEARIA,CONSERVAS,MOLHOS,CATCHUP,V.DOS TELES S.J.MERITI,GMAP,,3572,,,483,,,"42,50 %","42,50",,"31,10",,,"114,86",,,"64,23 %"
MERCEARIA,CONSERVAS,MOLHOS,CATCHUP,VALVERDE,PADRAO,,4626,,,611,,,"43,36 %","43,36",,"40,78",,,"113,44",,,"64,86 %"
MERCEARIA,CONSERVAS,MOLHOS,CATCHUP,VILA DO JOAO,TORRE,,3220,,,455,,,"45,22 %","45,22",,"36,93",,,"87,19",,,"65,90 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO BARBECUE,AGUA MINERAL,ALVORADA,,120,,,11,,,"39,31 %","39,31",,"1,23",,,"97,51",,,"4,23 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO BARBECUE,ALCANTARA,GMAP,,123,,,17,,,"32,03 %","32,03",,"1,98",,,"61,94",,,"2,80 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO BARBECUE,ALVORADA - MANGUEIRIN R.BONITO,ALVORADA,,75,,,7,,,"41,75 %","41,75",,"0,33",,,"230,70",,,"2,45 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO BARBECUE,ANCHIETA,RAMIGOS,,155,,,19,,,"36,87 %","36,87",,"1,09",,,"141,74",,,"1,66 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO BARBECUE,ARARUAMA 1,ALVORADA,,60,,,9,,,"41,09 %","41,09",,"0,78",,,"77,02",,,"1,28 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO BARBECUE,ARARUAMA 2,ALVORADA,,107,,,14,,,"38,49 %","38,49",,"1,32",,,"81,03",,,"3,09 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO BARBECUE,ARSENAL,ALVORADA,,109,,,14,,,"37,89 %","37,89",,"1,61",,,"67,47",,,"4,02 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO BARBECUE,ATERRADO - V.REDONDA,FLORESTA,,203,,,19,,,"46,64 %","46,64",,"1,44",,,"140,79",,,"4,28 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO BARBECUE,BACAXA - SAQUAREMA,ALVORADA,,185,,,21,,,"38,58 %","38,58",,"2,23",,,"82,89",,,"4,08 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO BARBECUE,BANDEIRANTES S.GONCALO,GMAP,,199,,,19,,,"38,50 %","38,50",,"1,64",,,"121,28",,,"5,42 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO BARBECUE,BANGU,RAMIGOS,,116,,,16,,,"35,32 %","35,32",,"0,86",,,"134,55",,,"5,66 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO BARBECUE,BARRA DA TIJUCA,TORRE,,512,,,20,,,"45,05 %","45,05",,"1,11",,,"460,70",,,"4,08 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO BARBECUE,BARRA OESTE - ABELARDO BUENO,BARRA OESTE,,197,,,14,,,"34,49 %","34,49",,"0,97",,,"203,50",,,"2,32 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO BARBECUE,BARRA OESTE - AV. DAS AMERICAS,BARRA OESTE,,412,,,23,,,"31,58 %","31,58",,"1,63",,,"253,32",,,"3,61 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO BARBECUE,BARRA OESTE - CAMPO GRANDE,BARRA OESTE,,131,,,12,,,"35,11 %","35,11",,"0,63",,,"208,30",,,"3,73 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO BARBECUE,BARRA OESTE - GARDENIA AZUL,BARRA OESTE,,128,,,14,,,"33,98 %","33,98",,"3,11",,,"41,14",,,"2,92 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO BARBECUE,BARRA OESTE - GUARATIBA,BARRA OESTE,,81,,,12,,,"36,44 %","36,44",,"1,70",,,"47,63",,,"2,23 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO BARBECUE,BARRA OESTE - PEDRA GUARATIBA,BARRA OESTE,,179,,,21,,,"35,90 %","35,90",,"1,55",,,"115,48",,,"3,25 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO BARBECUE,BARRA OESTE - RECREIO I,BARRA OESTE,,154,,,15,,,"33,61 %","33,61",,"0,52",,,"292,88",,,"2,46 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO BARBECUE,BARRA OESTE - RECREIO II,BARRA OESTE,,130,,,16,,,"35,57 %","35,57",,"1,24",,,"104,86",,,"3,27 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO BARBECUE,BARRA OESTE - RIACHUELO,BARRA OESTE,,42,,,4,,,"1,56 %","1,56",,"0,18",,,"231,63",,,"1,28 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO BARBECUE,BARRA OESTE - TANQUE,BARRA OESTE,,69,,,7,,,"34,70 %","34,70",,"1,06",,,"65,41",,,"1,25 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO BARBECUE,BARRETO,PADRAO,,77,,,14,,,"41,65 %","41,65",,"1,34",,,"57,48",,,"3,20 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO BARBECUE,BELFORD ROXO,TORRE,,54,,,3,,,"34,31 %","34,31",,"0,21",,,"260,25",,,"0,68 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO BARBECUE,BIG MARKET 1 - DEODORO,NDP,,86,,,8,,,"34,78 %","34,78",,"0,93",,,"92,03",,,"6,14 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO BARBECUE,BIG MARKET 2 - STA MARGARIDA,NDP,,31,,,3,,,"35,64 %","35,64",,"0,19",,,"166,34",,,"2,36 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO BARBECUE,BOTAFOGO,ALVORADA,,276,,,20,,,"37,43 %","37,43",,"2,60",,,"106,12",,,"5,45 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO BARBECUE,BUZIOS,ALVORADA,,85,,,12,,,"38,02 %","38,02",,"1,20",,,"71,35",,,"1,88 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO BARBECUE,CABO FRIO 1 - SHOP P LAGOS ,ALVORADA,,176,,,18,,,"38,79 %","38,79",,"1,91",,,"92,11",,,"5,33 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO BARBECUE,CABO FRIO 2 - S.CRISTOVAO,ALVORADA,,176,,,17,,,"37,45 %","37,45",,"1,37",,,"128,18",,,"3,20 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO BARBECUE,CABO FRIO 3 - JD ESPERANCA,ALVORADA,,86,,,11,,,"40,92 %","40,92",,"0,62",,,"137,13",,,"1,99 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO BARBECUE,CAMPO GRANDE,TORRE,,326,,,13,,,"46,12 %","46,12",,"1,37",,,"237,69",,,"3,78 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO BARBECUE,CASIMIRO DE ABREU,ALVORADA,,87,,,8,,,"35,98 %","35,98",,"0,54",,,"162,14",,,"3,00 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO BARBECUE,CENTRO - B.MANSA,FLORESTA,,134,,,8,,,"50,75 %","50,75",,"1,15",,,"115,98",,,"4,90 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO BARBECUE,CENTRO - RESENDE,FLORESTA,,39,,,4,,,"56,38 %","56,38",,"0,34",,,"114,17",,,"2,00 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO BARBECUE,CENTRO - V.REDONDA,FLORESTA,,69,,,7,,,"50,54 %","50,54",,"0,92",,,"74,93",,,"5,01 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO BARBECUE,CENTRO - VALENCA,FLORESTA,,37,,,5,,,"42,82 %","42,82",,"0,29",,,"126,19",,,"2,19 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO BARBECUE,CENTRO MARICA,GMAP,,454,,,45,,,"34,73 %","34,73",,"2,36",,,"192,04",,,"3,52 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO BARBECUE,COLUBANDE,ALVORADA,,72,,,8,,,"36,01 %","36,01",,"0,63",,,"115,16",,,"3,29 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO BARBECUE,COPACABANA,ALVORADA,,361,,,36,,,"39,16 %","39,16",,"3,40",,,"106,14",,,"4,87 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO BARBECUE,COSMOS,RAMIGOS,,56,,,7,,,"35,57 %","35,57",,"0,87",,,"64,56",,,"1,49 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO BARBECUE,COVELO - PACIENCIA,NDP,,91,,,11,,,"36,18 %","36,18",,"0,71",,,"126,95",,,"2,90 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO BARBECUE,DUQUE DE CAXIAS,GMAP,,142,,,25,,,"32,76 %","32,76",,"3,53",,,"40,26",,,"3,30 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO BARBECUE,DUQUE DE CAXIAS,TORRE,,198,,,8,,,"46,35 %","46,35",,"0,64",,,"309,03",,,"2,18 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO BARBECUE,ENGENHO DO MATO,PADRAO,,107,,,17,,,"45,87 %","45,87",,"1,66",,,"64,50",,,"3,55 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO BARBECUE,FENIX - MERCADO MULTI PENHA,FENIX,,76,,,9,,,"31,22 %","31,22",,"2,26",,,"33,43",,,"4,10 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO BARBECUE,FENIX - VL DA PENHA QUITUNGO,FENIX,,32,,,4,,,"40,56 %","40,56",,"0,62",,,"51,63",,,"1,13 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO BARBECUE,FONSECA,PADRAO,,101,,,19,,,"39,74 %","39,74",,"2,90",,,"34,73",,,"3,20 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO BARBECUE,FREGUESIA,TORRE,,181,,,9,,,"39,29 %","39,29",,"1,02",,,"177,92",,,"3,50 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO BARBECUE,GA - FRAGOSO,RAMIGOS,,109,,,13,,,"28,06 %","28,06",,"2,37",,,"46,11",,,"3,39 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO BARBECUE,GA - PIABETA (INHOMIRIM),RAMIGOS,,310,,,42,,,"36,52 %","36,52",,"2,50",,,"124,07",,,"2,98 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO BARBECUE,IGUABA GRANDE,ALVORADA,,284,,,24,,,"40,04 %","40,04",,"2,14",,,"132,24",,,"4,56 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO BARBECUE,INOA,ALVORADA,,111,,,9,,,"41,25 %","41,25",,"1,12",,,"98,80",,,"1,74 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO BARBECUE,ITABORAI - CENTRO ,ALVORADA,,97,,,11,,,"40,32 %","40,32",,"1,03",,,"94,12",,,"2,98 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO BARBECUE,ITABORAI 1,ALVORADA,,93,,,11,,,"38,20 %","38,20",,"0,98",,,"95,13",,,"2,53 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO BARBECUE,ITAIPU,PADRAO,,173,,,18,,,"44,60 %","44,60",,"1,06",,,"163,81",,,"3,10 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO BARBECUE,JARDIM CATARINA,ALVORADA,,89,,,6,,,"45,00 %","45,00",,"1,16",,,"77,12",,,"4,96 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO BARBECUE,JARDIM REDENTOR,RAMIGOS,,44,,,3,,,"40,10 %","40,10",,"0,78",,,"56,53",,,"0,77 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO BARBECUE,LARGO DA BATALHA,PADRAO,,328,,,47,,,"42,61 %","42,61",,"3,02",,,"108,73",,,"3,81 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO BARBECUE,LOTE XV,PADRAO,,206,,,27,,,"44,50 %","44,50",,"1,94",,,"106,21",,,"2,88 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO BARBECUE,MACAE,ALVORADA,,250,,,25,,,"37,30 %","37,30",,"1,78",,,"140,53",,,"6,32 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO BARBECUE,MAGE 1,ALVORADA,,52,,,5,,,"37,27 %","37,27",,"0,48",,,"106,77",,,"3,02 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO BARBECUE,MAGE 2,ALVORADA,,181,,,17,,,"37,33 %","37,33",,"1,07",,,"169,42",,,"3,52 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO BARBECUE,MANILHA,GMAP,,169,,,31,,,"33,42 %","33,42",,"3,25",,,"52,08",,,"4,55 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO BARBECUE,MARACANA,ALVORADA,,88,,,10,,,"40,31 %","40,31",,"2,31",,,"38,28",,,"2,83 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO BARBECUE,MARACANA,TORRE,,267,,,12,,,"42,58 %","42,58",,"0,94",,,"285,02",,,"2,93 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO BARBECUE,MARIA DA GRACA,TORRE,,211,,,10,,,"39,83 %","39,83",,"0,70",,,"301,77",,,"1,95 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO BARBECUE,MARICÁ,ALVORADA,,34,,,4,,,"39,65 %","39,65",,"0,41",,,"82,85",,,"1,91 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO BARBECUE,MARICA - CORDEIRINHO,ALVORADA,,23,,,3,,,"37,42 %","37,42",,"0,14",,,"166,35",,,"0,68 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO BARBECUE,MESQUITA,PADRAO,,90,,,11,,,"46,19 %","46,19",,"1,65",,,"54,49",,,"1,41 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO BARBECUE,NDP - NILOPOLIS ,NDP,,76,,,13,,,"37,23 %","37,23",,"0,58",,,"131,48",,,"1,76 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO BARBECUE,NDP - PARQUE ANCHIETA,NDP,,44,,,8,,,"39,10 %","39,10",,"0,70",,,"62,54",,,"2,17 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO BARBECUE,NOVA CIDADE,ALVORADA,,156,,,16,,,"36,87 %","36,87",,"2,22",,,"70,08",,,"7,26 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO BARBECUE,NOVA FRIBURGO,GMAP,,266,,,39,,,"35,83 %","35,83",,"2,38",,,"111,75",,,"2,53 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO BARBECUE,NOVA IGUACU,PADRAO,,143,,,19,,,"42,62 %","42,62",,"1,49",,,"95,69",,,"2,67 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO BARBECUE,NOVA IGUACU,TORRE,,125,,,5,,,"43,57 %","43,57",,"0,23",,,"547,81",,,"1,21 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO BARBECUE,PACHECO,GMAP,,315,,,42,,,"32,81 %","32,81",,"2,87",,,"109,96",,,"5,16 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO BARBECUE,PARK SHOPPING,TORRE,,223,,,12,,,"36,53 %","36,53",,"1,60",,,"139,01",,,"3,62 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO BARBECUE,PAVUNA,GMAP,,204,,,25,,,"36,69 %","36,69",,"2,26",,,"90,07",,,"2,99 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO BARBECUE,PETROPOLIS,GMAP,,173,,,23,,,"33,75 %","33,75",,"3,73",,,"46,27",,,"2,18 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO BARBECUE,PILARES,TORRE,,54,,,3,,,"34,49 %","34,49",,"0,12",,,"456,19",,,"0,65 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO BARBECUE,PIRATININGA,PADRAO,,114,,,14,,,"40,57 %","40,57",,"1,21",,,"94,40",,,"1,48 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO BARBECUE,PORTO NOVO,PADRAO,,131,,,17,,,"47,91 %","47,91",,"1,95",,,"67,24",,,"5,05 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO BARBECUE,PORTO VELHO,PADRAO,,99,,,17,,,"41,75 %","41,75",,"0,80",,,"122,96",,,"3,06 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO BARBECUE,PRACA SECA,TORRE,,128,,,7,,,"35,46 %","35,46",,"0,40",,,"318,69",,,"1,84 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO BARBECUE,QUITANDINHA PETROPOLIS,GMAP,,112,,,17,,,"31,18 %","31,18",,"0,57",,,"195,93",,,"2,03 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO BARBECUE,RETIRO - V.REDONDA,FLORESTA,,110,,,9,,,"51,14 %","51,14",,"1,56",,,"70,62",,,"6,84 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO BARBECUE,RIGAAS - BENFICA,RAMIGOS,,27,,,5,,,"35,16 %","35,16",,"0,55",,,"50,34",,,"1,85 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO BARBECUE,RIO BONITO 2,ALVORADA,,31,,,4,,,"37,88 %","37,88",,"0,25",,,"120,89",,,"1,26 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO BARBECUE,RIO DAS PEDRA,TORRE,,174,,,7,,,"46,76 %","46,76",,"0,55",,,"318,69",,,"1,39 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO BARBECUE,RIO DO OURO,ALVORADA,,54,,,6,,,"35,78 %","35,78",,"1,07",,,"50,17",,,"3,39 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO BARBECUE,ROLAMAO - PINHEIRAL,FLORESTA,,44,,,5,,,"44,26 %","44,26",,"0,28",,,"157,23",,,"3,13 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO BARBECUE,S CECILIA - V.REDONDA,FLORESTA,,200,,,13,,,"43,49 %","43,49",,"0,70",,,"283,28",,,"9,79 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO BARBECUE,SANTO CRISTO,GMAP,,125,,,15,,,"37,07 %","37,07",,"1,06",,,"117,73",,,"2,45 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO BARBECUE,SAO CONRADO 1,TORRE,,300,,,12,,,"46,62 %","46,62",,"0,50",,,"599,03",,,"2,54 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO BARBECUE,SAO CONRADO 2,TORRE,,289,,,12,,,"45,59 %","45,59",,"0,39",,,"742,36",,,"3,86 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO BARBECUE,SAO JOAO DE MERITI,GMAP,,85,,,18,,,"32,01 %","32,01",,"1,40",,,"60,57",,,"2,46 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO BARBECUE,SAO LUCAS - V.REDONDA,FLORESTA,,26,,,2,,,"50,63 %","50,63",,"0,08",,,"335,29",,,"5,72 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO BARBECUE,SAO PEDRO DA ALDEIA,ALVORADA,,61,,,6,,,"36,29 %","36,29",,"1,61",,,"38,14",,,"2,15 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO BARBECUE,SARACURUNA,GMAP,,112,,,16,,,"32,06 %","32,06",,"1,31",,,"85,23",,,"2,21 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO BARBECUE,SAVIO GAMA - V.REDOND,FLORESTA,,296,,,25,,,"43,91 %","43,91",,"1,80",,,"164,88",,,"6,85 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO BARBECUE,SENADOR CAMARA,GMAP,,39,,,7,,,"36,71 %","36,71",,"0,46",,,"85,53",,,"1,37 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO BARBECUE,SEPETIBAO,RAMIGOS,,27,,,5,,,"35,16 %","35,16",,"0,08",,,"346,71",,,"1,30 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO BARBECUE,STA CRUZ DA SERRA,PADRAO,,40,,,4,,,"42,20 %","42,20",,"0,30",,,"131,40",,,"1,90 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO BARBECUE,TANGUA,ALVORADA,,65,,,6,,,"34,55 %","34,55",,"0,60",,,"109,07",,,"3,03 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO BARBECUE,TANUS BEDRAN,GMAP,,100,,,13,,,"31,64 %","31,64",,"1,55",,,"64,87",,,"3,27 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO BARBECUE,TAQUARA,TORRE,,218,,,10,,,"41,97 %","41,97",,"1,49",,,"146,54",,,"2,56 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO BARBECUE,TIJUCA,TORRE,,369,,,17,,,"42,87 %","42,87",,"1,87",,,"197,67",,,"3,60 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO BARBECUE,TRINDADE,ALVORADA,,76,,,11,,,"41,49 %","41,49",,"1,07",,,"70,87",,,"4,39 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO BARBECUE,V.DOS TELES S.J.MERITI,GMAP,,170,,,20,,,"30,75 %","30,75",,"2,48",,,"68,38",,,"3,05 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO BARBECUE,VALVERDE,PADRAO,,326,,,47,,,"40,58 %","40,58",,"3,89",,,"83,93",,,"4,58 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,AGUA MINERAL,ALVORADA,,36,,,7,,,"45,30 %","45,30",,"0,39",,,"91,48",,,"1,27 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,ALCANTARA,GMAP,,59,,,12,,,"43,22 %","43,22",,"0,55",,,"106,71",,,"1,35 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,ALVORADA - MANGUEIRIN R.BONITO,ALVORADA,,18,,,4,,,"40,76 %","40,76",,"0,16",,,"115,97",,,"0,59 %"
