Nome_Departamento,Nome_Secao,Nome_Grupo,Nome_SubGrupo,NomeLoja,NomeAssociado,Venda Anterior,Venda Atual,Var% Venda,Qtde Itens Anterior,Qtde Itens Atual Trigger,Var% Qtd,Mrkd Anterior,Mrkd Atual,Dif Mrkd p.p,Qtde Cupom Ant Frac,Qtde Cupom Atu Frac,Var% Qtde Cupom,Ticket Méd. Ant.,Ticket Méd. Atu,Var% Tkt Méd,A.V. Venda Anterior,A.V. Venda Atual
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DROPS-PASTILHAS,CAMPO GRANDE,TORRE,,322,,,74,,,"44,21 %","44,21",,"10,71",,,"30,10",,,"3,57 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DROPS-PASTILHAS,CASIMIRO DE ABREU,ALVORADA,,104,,,26,,,"48,27 %","48,27",,"4,21",,,"24,65",,,"2,63 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DROPS-PASTILHAS,CENTRO - B.MANSA,FLORESTA,,90,,,15,,,"66,90 %","66,90",,"2,89",,,"31,07",,,"3,88 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DROPS-PASTILHAS,CENTRO - RESENDE,FLORESTA,,30,,,5,,,"66,58 %","66,58",,"0,55",,,"54,25",,,"2,00 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DROPS-PASTILHAS,CENTRO - V.REDONDA,FLORESTA,,36,,,6,,,"66,61 %","66,61",,"1,05",,,"34,14",,,"3,14 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DROPS-PASTILHAS,CENTRO - VALENCA,FLORESTA,,167,,,28,,,"66,75 %","66,75",,"2,72",,,"61,47",,,"10,94 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DROPS-PASTILHAS,CENTRO MARICA,GMAP,,336,,,91,,,"42,79 %","42,79",,"12,31",,,"27,30",,,"5,64 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DROPS-PASTILHAS,COELHO DA ROCHA,TORRE,,155,,,38,,,"48,18 %","48,18",,"3,92",,,"39,47",,,"9,93 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DROPS-PASTILHAS,COLUBANDE,ALVORADA,,64,,,16,,,"50,95 %","50,95",,"3,73",,,"17,14",,,"1,72 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DROPS-PASTILHAS,COPACABANA,ALVORADA,,64,,,16,,,"47,42 %","47,42",,"2,14",,,"29,90",,,"0,69 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DROPS-PASTILHAS,COSMOS,RAMIGOS,,308,,,61,,,"33,21 %","33,21",,"12,52",,,"24,63",,,"5,81 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DROPS-PASTILHAS,DUQUE DE CAXIAS,GMAP,,45,,,15,,,"50,31 %","50,31",,"1,92",,,"23,41",,,"2,07 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DROPS-PASTILHAS,DUQUE DE CAXIAS,TORRE,,430,,,104,,,"46,58 %","46,58",,"7,74",,,"55,52",,,"4,61 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DROPS-PASTILHAS,ENGENHO DO MATO,PADRAO,,175,,,50,,,"41,61 %","41,61",,"9,85",,,"17,71",,,"7,37 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DROPS-PASTILHAS,FONSECA,PADRAO,,118,,,34,,,"42,63 %","42,63",,"4,80",,,"24,69",,,"5,81 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DROPS-PASTILHAS,FREGUESIA,TORRE,,203,,,41,,,"41,52 %","41,52",,"5,12",,,"39,53",,,"2,76 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DROPS-PASTILHAS,GA - PIABETA (INHOMIRIM),RAMIGOS,,165,,,40,,,"35,69 %","35,69",,"5,13",,,"32,12",,,"2,71 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DROPS-PASTILHAS,IGUABA GRANDE,ALVORADA,,88,,,22,,,"49,41 %","49,41",,"2,18",,,"40,36",,,"1,09 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DROPS-PASTILHAS,INOA,ALVORADA,,100,,,25,,,"49,19 %","49,19",,"3,74",,,"26,65",,,"1,26 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DROPS-PASTILHAS,ITABORAI - CENTRO ,ALVORADA,,40,,,10,,,"49,16 %","49,16",,"1,32",,,"30,22",,,"0,93 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DROPS-PASTILHAS,ITABORAI 1,ALVORADA,,109,,,27,,,"50,00 %","50,00",,"3,22",,,"33,84",,,"2,21 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DROPS-PASTILHAS,ITAIPU,PADRAO,,147,,,42,,,"41,79 %","41,79",,"6,03",,,"24,31",,,"7,47 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DROPS-PASTILHAS,JARDIM CATARINA,ALVORADA,,108,,,27,,,"48,76 %","48,76",,"3,69",,,"29,23",,,"2,91 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DROPS-PASTILHAS,JARDIM REDENTOR,RAMIGOS,,239,,,54,,,"35,42 %","35,42",,"7,39",,,"32,39",,,"5,93 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DROPS-PASTILHAS,LARGO DA BATALHA,PADRAO,,298,,,79,,,"40,86 %","40,86",,"10,69",,,"27,89",,,"10,51 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DROPS-PASTILHAS,LOTE XV,PADRAO,,73,,,21,,,"41,69 %","41,69",,"1,53",,,"47,80",,,"2,39 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DROPS-PASTILHAS,MACAE,ALVORADA,,116,,,29,,,"48,58 %","48,58",,"4,83",,,"23,97",,,"2,84 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DROPS-PASTILHAS,MAGE 1,ALVORADA,,32,,,8,,,"49,58 %","49,58",,"2,07",,,"15,44",,,"0,68 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DROPS-PASTILHAS,MAGE 2,ALVORADA,,112,,,28,,,"49,02 %","49,02",,"2,77",,,"40,34",,,"3,02 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DROPS-PASTILHAS,MANILHA,GMAP,,93,,,31,,,"43,22 %","43,22",,"3,40",,,"27,27",,,"5,49 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DROPS-PASTILHAS,MARACANA,ALVORADA,,60,,,15,,,"48,53 %","48,53",,"2,09",,,"28,59",,,"1,12 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DROPS-PASTILHAS,MARACANA,TORRE,,330,,,81,,,"47,69 %","47,69",,"8,15",,,"40,54",,,"3,16 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DROPS-PASTILHAS,MARE,TORRE,,104,,,23,,,"46,20 %","46,20",,"4,09",,,"25,48",,,"12,44 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DROPS-PASTILHAS,MARIA DA GRACA,TORRE,,381,,,92,,,"47,75 %","47,75",,"9,45",,,"40,29",,,"4,37 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DROPS-PASTILHAS,MARICÁ,ALVORADA,,128,,,32,,,"48,69 %","48,69",,"5,46",,,"23,38",,,"3,05 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DROPS-PASTILHAS,MARICA - CORDEIRINHO,ALVORADA,,100,,,25,,,"48,31 %","48,31",,"3,52",,,"28,32",,,"1,69 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DROPS-PASTILHAS,MERCK,TORRE,,323,,,78,,,"47,64 %","47,64",,"13,88",,,"23,24",,,"4,81 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DROPS-PASTILHAS,MESQUITA,PADRAO,,31,,,9,,,"41,64 %","41,64",,"2,66",,,"11,79",,,"1,69 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DROPS-PASTILHAS,NDP - NILOPOLIS ,NDP,,351,,,128,,,"40,59 %","40,59",,"19,08",,,"18,41",,,"18,41 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DROPS-PASTILHAS,NDP - PARQUE ANCHIETA,NDP,,307,,,121,,,"46,63 %","46,63",,"19,03",,,"16,15",,,"19,01 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DROPS-PASTILHAS,NOVA CIDADE,ALVORADA,,48,,,12,,,"49,10 %","49,10",,"3,01",,,"15,88",,,"0,76 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DROPS-PASTILHAS,NOVA FRIBURGO,GMAP,,103,,,29,,,"35,43 %","35,43",,"3,58",,,"28,68",,,"5,14 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DROPS-PASTILHAS,NOVA IGUACU,PADRAO,,103,,,27,,,"39,86 %","39,86",,"4,04",,,"25,54",,,"4,91 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DROPS-PASTILHAS,NOVA IGUACU,TORRE,,166,,,37,,,"45,11 %","45,11",,"3,23",,,"51,53",,,"1,50 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DROPS-PASTILHAS,PACHECO,GMAP,,224,,,67,,,"40,82 %","40,82",,"7,77",,,"28,85",,,"6,21 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DROPS-PASTILHAS,PARK SHOPPING,TORRE,,380,,,81,,,"42,17 %","42,17",,"12,35",,,"30,79",,,"4,21 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DROPS-PASTILHAS,PAVUNA,GMAP,,18,,,6,,,"37,14 %","37,14",,"1,27",,,"14,18",,,"0,76 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DROPS-PASTILHAS,PETROPOLIS,GMAP,,42,,,14,,,"52,55 %","52,55",,"2,89",,,"14,50",,,"2,21 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DROPS-PASTILHAS,PILARES,TORRE,,531,,,130,,,"47,54 %","47,54",,"10,88",,,"48,76",,,"7,34 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DROPS-PASTILHAS,PIRATININGA,PADRAO,,391,,,99,,,"40,48 %","40,48",,"13,63",,,"28,65",,,"12,02 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DROPS-PASTILHAS,PORTO NOVO,PADRAO,,77,,,22,,,"42,26 %","42,26",,"2,71",,,"28,31",,,"4,46 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DROPS-PASTILHAS,PORTO VELHO,PADRAO,,180,,,45,,,"41,47 %","41,47",,"7,68",,,"23,39",,,"7,00 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DROPS-PASTILHAS,PRACA DAS NACOES,TORRE,,263,,,66,,,"48,89 %","48,89",,"10,53",,,"25,01",,,"4,63 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DROPS-PASTILHAS,PRACA SECA,TORRE,,345,,,85,,,"48,92 %","48,92",,"14,30",,,"24,13",,,"4,78 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DROPS-PASTILHAS,QUITANDINHA PETROPOLIS,GMAP,,33,,,11,,,"52,55 %","52,55",,"2,77",,,"11,87",,,"1,31 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DROPS-PASTILHAS,RETIRO - V.REDONDA,FLORESTA,,126,,,21,,,"66,56 %","66,56",,"2,53",,,"49,70",,,"7,30 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DROPS-PASTILHAS,RIO BONITO 2,ALVORADA,,72,,,18,,,"49,12 %","49,12",,"2,44",,,"29,40",,,"1,23 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DROPS-PASTILHAS,RIO DAS PEDRA,TORRE,,171,,,45,,,"49,11 %","49,11",,"3,40",,,"50,16",,,"2,12 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DROPS-PASTILHAS,RIO DO OURO,ALVORADA,,88,,,22,,,"48,62 %","48,62",,"5,18",,,"16,94",,,"3,87 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DROPS-PASTILHAS,ROLAMAO - PINHEIRAL,FLORESTA,,42,,,7,,,"66,57 %","66,57",,"1,20",,,"34,80",,,"3,62 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DROPS-PASTILHAS,S CECILIA - V.REDONDA,FLORESTA,,143,,,24,,,"66,42 %","66,42",,"3,88",,,"36,84",,,"7,28 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DROPS-PASTILHAS,SANTO CRISTO,GMAP,,6,,,2,,,"46,11 %","46,11",,"1,03",,,"5,79",,,"0,20 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DROPS-PASTILHAS,SAO CONRADO 1,TORRE,,342,,,79,,,"45,19 %","45,19",,"7,10",,,"48,18",,,"4,31 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DROPS-PASTILHAS,SAO CONRADO 2,TORRE,,166,,,37,,,"43,86 %","43,86",,"5,66",,,"29,27",,,"2,25 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DROPS-PASTILHAS,SAO JOAO DE MERITI,GMAP,,21,,,7,,,"47,49 %","47,49",,"1,33",,,"15,73",,,"0,99 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DROPS-PASTILHAS,SAO LUCAS - V.REDONDA,FLORESTA,,24,,,4,,,"66,56 %","66,56",,"0,63",,,"37,58",,,"2,08 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DROPS-PASTILHAS,SAO PEDRO DA ALDEIA,ALVORADA,,156,,,39,,,"49,22 %","49,22",,"7,46",,,"20,87",,,"2,91 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DROPS-PASTILHAS,SARACURUNA,GMAP,,144,,,48,,,"50,17 %","50,17",,"8,54",,,"16,81",,,"3,71 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DROPS-PASTILHAS,SAVIO GAMA - V.REDOND,FLORESTA,,120,,,20,,,"66,60 %","66,60",,"2,30",,,"51,98",,,"5,49 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DROPS-PASTILHAS,SENADOR CAMARA,GMAP,,87,,,29,,,"30,38 %","30,38",,"3,16",,,"27,46",,,"3,59 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DROPS-PASTILHAS,SEPETIBAO,RAMIGOS,,63,,,21,,,"31,04 %","31,04",,"3,11",,,"20,18",,,"2,14 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DROPS-PASTILHAS,STA CRUZ DA SERRA,PADRAO,,38,,,11,,,"41,75 %","41,75",,"3,96",,,"9,71",,,"3,77 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DROPS-PASTILHAS,TANGUA,ALVORADA,,96,,,24,,,"48,98 %","48,98",,"5,48",,,"17,48",,,"2,55 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DROPS-PASTILHAS,TANUS BEDRAN,GMAP,,57,,,19,,,"37,42 %","37,42",,"3,98",,,"14,26",,,"3,39 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DROPS-PASTILHAS,TAQUARA,TORRE,,156,,,36,,,"46,04 %","46,04",,"2,90",,,"53,62",,,"2,43 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DROPS-PASTILHAS,TIJUCA,TORRE,,645,,,156,,,"46,28 %","46,28",,"24,39",,,"26,46",,,"6,23 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DROPS-PASTILHAS,TRINDADE,ALVORADA,,52,,,13,,,"49,50 %","49,50",,"2,45",,,"21,13",,,"1,26 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DROPS-PASTILHAS,V.DOS TELES S.J.MERITI,GMAP,,102,,,26,,,"52,18 %","52,18",,"3,70",,,"27,49",,,"3,04 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DROPS-PASTILHAS,VALVERDE,PADRAO,,196,,,51,,,"40,17 %","40,17",,"5,65",,,"34,68",,,"7,76 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DROPS-PASTILHAS,VILA DO JOAO,TORRE,,111,,,26,,,"49,09 %","49,09",,"2,79",,,"39,90",,,"5,14 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,GELADINHO,CENTRO - B.MANSA,FLORESTA,,16,,,2,,,"61,48 %","61,48",,"0,05",,,"294,65",,,"0,69 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,GELADINHO,SAO LUCAS - V.REDONDA,FLORESTA,,16,,,2,,,"60,42 %","60,42",,"0,14",,,"114,58",,,"1,41 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,PIPOCA,ALCANTARA,GMAP,,13,,,13,,,"35,84 %","35,84",,"1,36",,,"9,44",,,"0,76 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,PIPOCA,ATERRADO - V.REDONDA,FLORESTA,,11,,,1,,,"48,46 %","48,46",,"0,02",,,"477,96",,,"0,48 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,PIPOCA,BANGU,RAMIGOS,,42,,,21,,,"35,18 %","35,18",,"3,22",,,"12,98",,,"1,25 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,PIPOCA,BARRA DA TIJUCA,TORRE,,1531,,,280,,,"41,07 %","41,07",,"16,45",,,"93,08",,,"9,81 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,PIPOCA,BARRA OESTE - ABELARDO BUENO,BARRA OESTE,,262,,,27,,,"40,33 %","40,33",,"1,51",,,"173,32",,,"3,73 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,PIPOCA,BARRA OESTE - AV. DAS AMERICAS,BARRA OESTE,,89,,,10,,,"39,09 %","39,09",,"0,83",,,"106,95",,,"1,01 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,PIPOCA,BARRA OESTE - GARDENIA AZUL,BARRA OESTE,,18,,,2,,,"38,07 %","38,07",,"0,33",,,"53,94",,,"0,65 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,PIPOCA,BARRA OESTE - PEDRA GUARATIBA,BARRA OESTE,,9,,,1,,,"38,03 %","38,03",,"0,14",,,"62,93",,,"0,26 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,PIPOCA,BARRA OESTE - RECREIO I,BARRA OESTE,,49,,,5,,,"40,94 %","40,94",,"0,89",,,"54,82",,,"0,92 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,PIPOCA,BARRA OESTE - TANQUE,BARRA OESTE,,18,,,2,,,"36,96 %","36,96",,"0,54",,,"33,39",,,"0,38 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,PIPOCA,BARRETO,PADRAO,,266,,,66,,,"37,05 %","37,05",,"6,56",,,"40,53",,,"10,92 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,PIPOCA,BELFORD ROXO,TORRE,,195,,,47,,,"40,34 %","40,34",,"3,63",,,"53,71",,,"3,96 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,PIPOCA,CAMPO GRANDE,TORRE,,1043,,,263,,,"42,98 %","42,98",,"17,18",,,"60,74",,,"11,55 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,PIPOCA,CENTRO MARICA,GMAP,,136,,,81,,,"32,97 %","32,97",,"3,87",,,"35,15",,,"2,28 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,PIPOCA,COELHO DA ROCHA,TORRE,,88,,,26,,,"42,99 %","42,99",,"2,07",,,"42,50",,,"5,64 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,PIPOCA,COSMOS,RAMIGOS,,2,,,1,,,"35,18 %","35,18",,"0,14",,,"13,93",,,"0,04 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,PIPOCA,COVELO - PACIENCIA,NDP,,522,,,289,,,"40,99 %","40,99",,"34,25",,,"15,25",,,"21,86 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,PIPOCA,DUQUE DE CAXIAS,GMAP,,77,,,69,,,"34,91 %","34,91",,"10,48",,,"7,37",,,"3,57 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,PIPOCA,DUQUE DE CAXIAS,TORRE,,396,,,86,,,"41,66 %","41,66",,"5,24",,,"75,55",,,"4,24 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,PIPOCA,ENGENHO DO MATO,PADRAO,,17,,,7,,,"40,16 %","40,16",,"0,53",,,"33,16",,,"0,74 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,PIPOCA,FENIX - NOVA BRASILIA,FENIX,,238,,,53,,,"37,63 %","37,63",,"11,92",,,"19,97",,,"82,67 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,PIPOCA,FENIX - VL DA PENHA QUITUNGO,FENIX,,272,,,60,,,"37,65 %","37,65",,"8,60",,,"31,63",,,"20,78 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,PIPOCA,FONSECA,PADRAO,,386,,,94,,,"36,16 %","36,16",,"9,39",,,"41,07",,,"18,92 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,PIPOCA,FREGUESIA,TORRE,,931,,,191,,,"43,37 %","43,37",,"19,14",,,"48,66",,,"12,70 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,PIPOCA,GA - FRAGOSO,RAMIGOS,,78,,,23,,,"24,02 %","24,02",,"2,37",,,"32,86",,,"7,97 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,PIPOCA,GA - PIABETA (INHOMIRIM),RAMIGOS,,146,,,21,,,"33,98 %","33,98",,"0,76",,,"191,79",,,"2,40 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,PIPOCA,ITAIPU,PADRAO,,214,,,58,,,"36,34 %","36,34",,"4,25",,,"50,34",,,"10,90 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,PIPOCA,JARDIM REDENTOR,RAMIGOS,,36,,,18,,,"35,18 %","35,18",,"1,03",,,"34,74",,,"0,89 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,PIPOCA,LARGO DA BATALHA,PADRAO,,327,,,89,,,"36,36 %","36,36",,"9,86",,,"33,13",,,"11,51 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,PIPOCA,LOTE XV,PADRAO,,433,,,107,,,"35,80 %","35,80",,"13,10",,,"33,06",,,"14,11 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,PIPOCA,MANILHA,GMAP,,18,,,18,,,"35,84 %","35,84",,"1,55",,,"11,47",,,"1,06 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,PIPOCA,MARACANA,TORRE,,726,,,134,,,"41,10 %","41,10",,"12,81",,,"56,72",,,"6,95 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,PIPOCA,MARE,TORRE,,34,,,12,,,"46,63 %","46,63",,"1,28",,,"26,67",,,"4,07 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,PIPOCA,MARIA DA GRACA,TORRE,,326,,,75,,,"41,18 %","41,18",,"5,88",,,"55,45",,,"3,74 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,PIPOCA,MERCK,TORRE,,361,,,99,,,"42,08 %","42,08",,"15,01",,,"24,02",,,"5,38 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,PIPOCA,MESQUITA,PADRAO,,151,,,44,,,"37,12 %","37,12",,"4,41",,,"34,17",,,"8,08 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,PIPOCA,NDP - PARQUE ANCHIETA,NDP,,6,,,5,,,"38,51 %","38,51",,"0,47",,,"13,82",,,"0,40 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,PIPOCA,NOVA FRIBURGO,GMAP,,151,,,141,,,"35,63 %","35,63",,"12,06",,,"12,48",,,"7,53 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,PIPOCA,NOVA IGUACU,PADRAO,,342,,,94,,,"36,52 %","36,52",,"8,97",,,"38,15",,,"16,26 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,PIPOCA,NOVA IGUACU,TORRE,,605,,,150,,,"43,10 %","43,10",,"10,16",,,"59,61",,,"5,46 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,PIPOCA,PACHECO,GMAP,,49,,,49,,,"35,84 %","35,84",,"4,40",,,"11,02",,,"1,34 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,PIPOCA,PARK SHOPPING,TORRE,,273,,,39,,,"40,02 %","40,02",,"6,55",,,"41,77",,,"3,03 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,PIPOCA,PAVUNA,GMAP,,6,,,6,,,"35,84 %","35,84",,"1,02",,,"5,84",,,"0,25 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,PIPOCA,PETROPOLIS,GMAP,,114,,,115,,,"35,84 %","35,84",,"8,56",,,"13,30",,,"6,02 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,PIPOCA,PILARES,TORRE,,247,,,49,,,"38,51 %","38,51",,"3,16",,,"78,05",,,"3,41 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,PIPOCA,PIRATININGA,PADRAO,,287,,,73,,,"35,96 %","35,96",,"6,82",,,"42,09",,,"8,84 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,PIPOCA,PORTO NOVO,PADRAO,,201,,,55,,,"36,46 %","36,46",,"5,97",,,"33,65",,,"11,66 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,PIPOCA,PORTO VELHO,PADRAO,,417,,,103,,,"36,07 %","36,07",,"11,34",,,"36,78",,,"16,26 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,PIPOCA,PRACA DAS NACOES,TORRE,,365,,,82,,,"40,13 %","40,13",,"8,05",,,"45,39",,,"6,43 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,PIPOCA,PRACA SECA,TORRE,,301,,,89,,,"43,77 %","43,77",,"12,02",,,"25,02",,,"4,17 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,PIPOCA,QUITANDINHA PETROPOLIS,GMAP,,6,,,6,,,"35,84 %","35,84",,"0,09",,,"67,32",,,"0,24 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,PIPOCA,RIO DAS PEDRA,TORRE,,207,,,55,,,"44,20 %","44,20",,"4,37",,,"47,34",,,"2,58 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,PIPOCA,SANTO CRISTO,GMAP,,26,,,26,,,"35,84 %","35,84",,"2,21",,,"11,64",,,"0,86 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,PIPOCA,SAO CONRADO 1,TORRE,,324,,,72,,,"40,24 %","40,24",,"4,48",,,"72,38",,,"4,09 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,PIPOCA,SAO CONRADO 2,TORRE,,508,,,94,,,"42,94 %","42,94",,"8,99",,,"56,51",,,"6,90 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,PIPOCA,SAO JOAO DE MERITI,GMAP,,123,,,124,,,"35,84 %","35,84",,"26,94",,,"4,56",,,"5,80 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,PIPOCA,SARACURUNA,GMAP,,6,,,6,,,"35,84 %","35,84",,"0,46",,,"12,96",,,"0,15 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,PIPOCA,SENADOR CAMARA,GMAP,,45,,,45,,,"35,84 %","35,84",,"6,70",,,"6,65",,,"1,84 %"
