Nome_Departamento,Nome_Secao,Nome_Grupo,Nome_SubGrupo,NomeLoja,NomeAssociado,Venda Anterior,Venda Atual,Var% Venda,Qtde Itens Anterior,Qtde Itens Atual Trigger,Var% Qtd,Mrkd Anterior,Mrkd Atual,Dif Mrkd p.p,Qtde Cupom Ant Frac,Qtde Cupom Atu Frac,Var% Qtde Cupom,Ticket Méd. Ant.,Ticket Méd. Atu,Var% Tkt Méd,A.V. Venda Anterior,A.V. Venda Atual
MERCEARIA,MATINAIS,ACUCAR,ACUCAR REFINADO,FENIX - NOVA BRASILIA,FENIX,10713,7970,"-25,60 %",2825,2703,"-4,32 %","0,85 %","3,88 %","3,03","319,21","251,87","-21,10 %","33,56","31,64","-5,71 %","99,84 %","98,94 %"
MERCEARIA,MATINAIS,ACUCAR,ACUCAR REFINADO,FENIX - VL DA PENHA QUITUNGO,FENIX,37125,9176,"-75,28 %",9706,3217,"-66,86 %","-5,37 %","-0,81 %","4,55","295,63","193,76","-34,46 %","125,58","47,36","-62,29 %","98,98 %","99,30 %"
MERCEARIA,MATINAIS,ACUCAR,ACUCAR REFINADO,FONSECA,PADRAO,20103,11142,"-44,58 %",5315,3870,"-27,19 %","-2,38 %","0,33 %","2,71","331,55","259,11","-21,85 %","60,63","43,00","-29,08 %","95,57 %","93,78 %"
MERCEARIA,MATINAIS,ACUCAR,ACUCAR REFINADO,FREGUESIA,TORRE,10544,6079,"-42,35 %",2718,2085,"-23,29 %","1,16 %","-1,02 %","-2,18","166,46","124,18","-25,40 %","63,35","48,96","-22,72 %","89,27 %","89,21 %"
MERCEARIA,MATINAIS,ACUCAR,ACUCAR REFINADO,GA - FRAGOSO,RAMIGOS,19717,11432,"-42,02 %",5241,4096,"-21,85 %","2,47 %","2,70 %","0,23","281,74","209,60","-25,60 %","69,98","54,54","-22,07 %","94,23 %","83,58 %"
MERCEARIA,MATINAIS,ACUCAR,ACUCAR REFINADO,GA - PIABETA (INHOMIRIM),RAMIGOS,54876,30523,"-44,38 %",14536,10873,"-25,20 %","0,86 %","2,11 %","1,25","465,75","298,80","-35,85 %","117,82","102,15","-13,30 %","91,87 %","83,49 %"
MERCEARIA,MATINAIS,ACUCAR,ACUCAR REFINADO,IGUABA GRANDE,ALVORADA,22640,11986,"-47,06 %",5943,4263,"-28,27 %","0,12 %","5,71 %","5,59","235,88","190,37","-19,30 %","95,98","62,96","-34,40 %","92,12 %","91,19 %"
MERCEARIA,MATINAIS,ACUCAR,ACUCAR REFINADO,INHAUMA,PADRAO,15649,6160,"-60,64 %",4129,2123,"-48,58 %","-2,67 %","-0,57 %","2,11","199,94","133,44","-33,26 %","78,27","46,16","-41,02 %","97,17 %","95,40 %"
MERCEARIA,MATINAIS,ACUCAR,ACUCAR REFINADO,INOA,ALVORADA,24428,14090,"-42,32 %",6423,4939,"-23,10 %","0,18 %","4,11 %","3,93","346,49","245,60","-29,12 %","70,50","57,37","-18,62 %","91,10 %","89,24 %"
MERCEARIA,MATINAIS,ACUCAR,ACUCAR REFINADO,ITABORAI - CENTRO ,ALVORADA,13339,6824,"-48,84 %",3521,2457,"-30,22 %","-0,88 %","3,82 %","4,71","166,01","128,06","-22,86 %","80,35","53,29","-33,67 %","95,56 %","89,74 %"
MERCEARIA,MATINAIS,ACUCAR,ACUCAR REFINADO,ITABORAI 1,ALVORADA,32374,19445,"-39,94 %",8550,6908,"-19,20 %","-0,08 %","4,17 %","4,24","458,60","384,80","-16,09 %","70,59","50,53","-28,42 %","95,04 %","94,80 %"
MERCEARIA,MATINAIS,ACUCAR,ACUCAR REFINADO,ITAIPU,PADRAO,18692,9123,"-51,19 %",4975,3166,"-36,36 %","-1,35 %","0,18 %","1,53","182,89","137,85","-24,63 %","102,20","66,18","-35,24 %","92,20 %","88,01 %"
MERCEARIA,MATINAIS,ACUCAR,ACUCAR REFINADO,JARDIM CATARINA,ALVORADA,12548,7607,"-39,38 %",3301,2667,"-19,20 %","-0,25 %","-0,33 %","-0,09","203,06","177,04","-12,81 %","61,79","42,96","-30,47 %","95,47 %","94,04 %"
MERCEARIA,MATINAIS,ACUCAR,ACUCAR REFINADO,JARDIM REDENTOR,RAMIGOS,34837,18638,"-46,50 %",9212,6604,"-28,31 %","-0,17 %","1,68 %","1,86","361,05","275,97","-23,57 %","96,49","67,54","-30,01 %","96,60 %","91,58 %"
MERCEARIA,MATINAIS,ACUCAR,ACUCAR REFINADO,LARGO DA BATALHA,PADRAO,39450,22021,"-44,18 %",10467,7690,"-26,53 %","-1,82 %","0,99 %","2,81","368,96","279,02","-24,38 %","106,92","78,92","-26,19 %","96,39 %","93,50 %"
MERCEARIA,MATINAIS,ACUCAR,ACUCAR REFINADO,LOTE XV,PADRAO,57022,28556,"-49,92 %",15201,9978,"-34,36 %","-1,06 %","1,54 %","2,60","539,29","402,09","-25,44 %","105,74","71,02","-32,83 %","96,64 %","95,28 %"
MERCEARIA,MATINAIS,ACUCAR,ACUCAR REFINADO,MACAE,ALVORADA,8196,5026,"-38,68 %",2123,1756,"-17,29 %","1,41 %","2,03 %","0,62","142,44","144,67","1,56 %","57,54","34,74","-39,62 %","67,19 %","65,89 %"
MERCEARIA,MATINAIS,ACUCAR,ACUCAR REFINADO,MACAE 2 - GLÓRIA,ALVORADA,6119,2604,"-57,44 %",1612,916,"-43,18 %","-3,09 %","4,47 %","7,56","51,69","37,74","-26,97 %","118,39","69,00","-41,71 %","63,20 %","63,69 %"
MERCEARIA,MATINAIS,ACUCAR,ACUCAR REFINADO,MAGE 1,ALVORADA,13639,6314,"-53,71 %",3613,2324,"-35,68 %","-1,64 %","3,89 %","5,53","184,17","129,08","-29,91 %","74,06","48,91","-33,95 %","95,99 %","94,54 %"
MERCEARIA,MATINAIS,ACUCAR,ACUCAR REFINADO,MAGE 2,ALVORADA,33765,17737,"-47,47 %",8954,6329,"-29,32 %","0,27 %","3,64 %","3,37","289,94","240,28","-17,13 %","116,45","73,82","-36,61 %","94,71 %","94,45 %"
MERCEARIA,MATINAIS,ACUCAR,ACUCAR REFINADO,MARACANA,ALVORADA,11256,5760,"-48,83 %",2957,2030,"-31,35 %","-1,30 %","4,62 %","5,92","157,32","110,94","-29,48 %","71,55","51,92","-27,43 %","93,38 %","92,71 %"
MERCEARIA,MATINAIS,ACUCAR,ACUCAR REFINADO,MARACANA,TORRE,12365,6875,"-44,40 %",3134,2391,"-23,71 %","2,64 %","-1,74 %","-4,39","185,99","128,37","-30,98 %","66,48","53,55","-19,45 %","84,64 %","82,27 %"
MERCEARIA,MATINAIS,ACUCAR,ACUCAR REFINADO,MARE,TORRE,17069,8631,"-49,43 %",4479,2993,"-33,18 %","-1,24 %","-1,69 %","-0,45","296,42","230,21","-22,34 %","57,58","37,49","-34,89 %","96,75 %","95,56 %"
MERCEARIA,MATINAIS,ACUCAR,ACUCAR REFINADO,MARIA DA GRACA,TORRE,64618,28053,"-56,59 %",17114,9787,"-42,81 %","-0,63 %","-1,75 %","-1,12","517,08","373,11","-27,84 %","124,97","75,19","-39,84 %","96,81 %","94,06 %"
MERCEARIA,MATINAIS,ACUCAR,ACUCAR REFINADO,MARICÁ,ALVORADA,12528,5008,"-60,03 %",3427,1793,"-47,68 %","-1,99 %","3,38 %","5,38","143,82","104,34","-27,45 %","87,11","48,00","-44,90 %","94,92 %","93,03 %"
MERCEARIA,MATINAIS,ACUCAR,ACUCAR REFINADO,MARICA - CORDEIRINHO,ALVORADA,11327,6402,"-43,48 %",2988,2273,"-23,93 %","-1,41 %","1,75 %","3,16","125,53","101,65","-19,03 %","90,23","62,98","-30,20 %","92,96 %","91,12 %"
MERCEARIA,MATINAIS,ACUCAR,ACUCAR REFINADO,MERCK,TORRE,26220,10528,"-59,84 %",6923,3644,"-47,36 %","-1,79 %","-1,00 %","0,79","350,19","243,10","-30,58 %","74,87","43,31","-42,16 %","93,33 %","92,91 %"
MERCEARIA,MATINAIS,ACUCAR,ACUCAR REFINADO,MESQUITA,PADRAO,39429,18838,"-52,22 %",10473,6569,"-37,28 %","-1,66 %","0,42 %","2,08","463,55","306,67","-33,84 %","85,06","61,43","-27,78 %","95,64 %","95,03 %"
MERCEARIA,MATINAIS,ACUCAR,ACUCAR REFINADO,NDP - NILOPOLIS ,NDP,32353,14196,"-56,12 %",8654,4987,"-42,37 %","0,87 %","5,73 %","4,85","455,68","335,04","-26,47 %","71,00","42,37","-40,32 %","97,73 %","96,41 %"
MERCEARIA,MATINAIS,ACUCAR,ACUCAR REFINADO,NDP - PARQUE ANCHIETA,NDP,8925,4011,"-55,05 %",2375,1410,"-40,63 %","1,27 %","5,23 %","3,97","162,15","102,14","-37,01 %","55,04","39,27","-28,65 %","95,38 %","88,20 %"
MERCEARIA,MATINAIS,ACUCAR,ACUCAR REFINADO,NDP MATRIZ,NDP,,56287,,,22660,,,"-1,97 %","-1,97",,"11,00",,,"5117,00",,,"100,00 %"
MERCEARIA,MATINAIS,ACUCAR,ACUCAR REFINADO,NOVA AMERICA,PADRAO,7711,3898,"-49,45 %",2038,1328,"-34,84 %","-3,34 %","-1,89 %","1,44","144,26","103,67","-28,14 %","53,45","37,60","-29,66 %","87,89 %","85,93 %"
MERCEARIA,MATINAIS,ACUCAR,ACUCAR REFINADO,NOVA CIDADE,ALVORADA,16572,8085,"-51,21 %",4378,2869,"-34,47 %","-0,62 %","3,33 %","3,95","289,92","200,86","-30,72 %","57,16","40,25","-29,59 %","95,14 %","94,76 %"
MERCEARIA,MATINAIS,ACUCAR,ACUCAR REFINADO,NOVA FRIBURGO,GMAP,24499,18050,"-26,32 %",6558,6465,"-1,42 %","-1,68 %","4,99 %","6,67","292,10","229,27","-21,51 %","83,87","78,73","-6,13 %","68,66 %","63,39 %"
MERCEARIA,MATINAIS,ACUCAR,ACUCAR REFINADO,NOVA IGUACU,PADRAO,35398,18101,"-48,86 %",9427,6265,"-33,54 %","-1,34 %","0,45 %","1,79","337,86","247,41","-26,77 %","104,77","73,16","-30,17 %","96,39 %","95,74 %"
MERCEARIA,MATINAIS,ACUCAR,ACUCAR REFINADO,NOVA IGUACU,TORRE,23027,10664,"-53,69 %",5967,3657,"-38,71 %","0,30 %","-0,35 %","-0,65","292,87","192,51","-34,27 %","78,63","55,39","-29,55 %","89,83 %","82,86 %"
MERCEARIA,MATINAIS,ACUCAR,ACUCAR REFINADO,NOVA IGUACU CALCADAO,TORRE,28192,14441,"-48,78 %",7317,5047,"-31,02 %","0,30 %","-0,95 %","-1,25","394,07","313,64","-20,41 %","71,54","46,04","-35,64 %","91,02 %","92,65 %"
MERCEARIA,MATINAIS,ACUCAR,ACUCAR REFINADO,PACHECO,GMAP,35454,20763,"-41,44 %",9463,7469,"-21,07 %","-1,43 %","2,95 %","4,39","424,52","312,65","-26,35 %","83,51","66,41","-20,48 %","93,96 %","94,64 %"
MERCEARIA,MATINAIS,ACUCAR,ACUCAR REFINADO,PARK SHOPPING,TORRE,12924,8087,"-37,43 %",3479,2740,"-21,24 %","-3,85 %","0,13 %","3,98","156,60","304,03","94,14 %","82,53","26,60","-67,77 %","90,66 %","86,94 %"
MERCEARIA,MATINAIS,ACUCAR,ACUCAR REFINADO,PAVUNA,GMAP,34623,17820,"-48,53 %",9239,6431,"-30,39 %","-1,73 %","2,09 %","3,82","559,52","415,08","-25,81 %","61,88","42,93","-30,62 %","93,30 %","92,64 %"
MERCEARIA,MATINAIS,ACUCAR,ACUCAR REFINADO,PAVUNA 3,GMAP,14769,9660,"-34,59 %",3918,3343,"-14,68 %","-2,37 %","1,74 %","4,10","236,18","201,52","-14,67 %","62,53","47,94","-23,34 %","91,37 %","94,74 %"
MERCEARIA,MATINAIS,ACUCAR,ACUCAR REFINADO,PENHA - CURTUME,PADRAO,19044,5914,"-68,95 %",5035,2037,"-59,54 %","-3,55 %","-1,25 %","2,30","172,86","118,11","-31,67 %","110,17","50,07","-54,55 %","95,73 %","87,07 %"
MERCEARIA,MATINAIS,ACUCAR,ACUCAR REFINADO,PETROPOLIS,GMAP,66672,33144,"-50,29 %",17853,11963,"-32,99 %","-0,59 %","4,23 %","4,82","1098,76","838,41","-23,69 %","60,68","39,53","-34,85 %","94,45 %","95,01 %"
MERCEARIA,MATINAIS,ACUCAR,ACUCAR REFINADO,PILARES,TORRE,29095,14566,"-49,94 %",7654,5001,"-34,66 %","-1,33 %","-0,77 %","0,56","518,95","344,94","-33,53 %","56,07","42,23","-24,68 %","93,52 %","90,71 %"
MERCEARIA,MATINAIS,ACUCAR,ACUCAR REFINADO,PIRATININGA,PADRAO,22934,8528,"-62,81 %",6115,2925,"-52,17 %","-2,33 %","1,00 %","3,33","191,89","121,39","-36,74 %","119,52","70,26","-41,21 %","92,75 %","86,41 %"
MERCEARIA,MATINAIS,ACUCAR,ACUCAR REFINADO,PORTO NOVO,PADRAO,19462,8635,"-55,63 %",5178,3029,"-41,50 %","-1,99 %","-0,71 %","1,28","254,92","167,53","-34,28 %","76,35","51,54","-32,49 %","96,01 %","92,44 %"
MERCEARIA,MATINAIS,ACUCAR,ACUCAR REFINADO,PORTO VELHO,PADRAO,21268,10814,"-49,15 %",5634,3704,"-34,26 %","-2,40 %","-1,91 %","0,49","255,85","173,88","-32,04 %","83,13","62,19","-25,19 %","95,56 %","94,23 %"
MERCEARIA,MATINAIS,ACUCAR,ACUCAR REFINADO,PRACA DAS NACOES,TORRE,19877,8988,"-54,78 %",5201,3104,"-40,32 %","-1,00 %","-0,58 %","0,42","388,26","266,67","-31,32 %","51,20","33,71","-34,16 %","91,81 %","90,79 %"
MERCEARIA,MATINAIS,ACUCAR,ACUCAR REFINADO,PRACA SECA,TORRE,30011,13934,"-53,57 %",7818,4779,"-38,87 %","0,12 %","-0,09 %","-0,21","445,22","343,94","-22,75 %","67,41","40,51","-39,90 %","94,39 %","91,20 %"
MERCEARIA,MATINAIS,ACUCAR,ACUCAR REFINADO,QUITANDINHA PETROPOLIS,GMAP,42555,20032,"-52,93 %",11378,7160,"-37,07 %","-1,75 %","2,47 %","4,22","313,44","196,13","-37,43 %","135,77","102,14","-24,77 %","93,03 %","95,18 %"
MERCEARIA,MATINAIS,ACUCAR,ACUCAR REFINADO,REALENGO,GMAP,16837,9272,"-44,93 %",4477,3310,"-26,07 %","-4,04 %","0,06 %","4,11","232,37","162,89","-29,90 %","72,46","56,92","-21,44 %","92,97 %","92,36 %"
MERCEARIA,MATINAIS,ACUCAR,ACUCAR REFINADO,RETIRO - V.REDONDA,FLORESTA,7641,5097,"-33,29 %",2033,1860,"-8,51 %","0,23 %","0,04 %","-0,18","102,57","92,65","-9,67 %","74,49","55,01","-26,15 %","57,71 %","63,09 %"
MERCEARIA,MATINAIS,ACUCAR,ACUCAR REFINADO,RIGAAS - BENFICA,RAMIGOS,11747,6106,"-48,02 %",3104,2173,"-29,99 %","-0,15 %","-0,36 %","-0,21","225,90","151,46","-32,95 %","52,00","40,31","-22,48 %","97,96 %","94,31 %"
MERCEARIA,MATINAIS,ACUCAR,ACUCAR REFINADO,RIO BONITO 2,ALVORADA,16515,9348,"-43,40 %",4365,3374,"-22,71 %","-0,82 %","4,44 %","5,25","241,45","181,68","-24,76 %","68,40","51,46","-24,77 %","90,24 %","88,34 %"
MERCEARIA,MATINAIS,ACUCAR,ACUCAR REFINADO,RIO DAS PEDRA,TORRE,57499,29602,"-48,52 %",14978,10234,"-31,67 %","0,21 %","0,94 %","0,73","612,29","476,93","-22,11 %","93,91","62,07","-33,91 %","95,09 %","94,18 %"
MERCEARIA,MATINAIS,ACUCAR,ACUCAR REFINADO,RIO DO OURO,ALVORADA,16386,7210,"-56,00 %",4337,2598,"-40,10 %","-0,68 %","4,58 %","5,26","286,34","186,06","-35,02 %","57,23","38,75","-32,28 %","97,12 %","94,31 %"
MERCEARIA,MATINAIS,ACUCAR,ACUCAR REFINADO,ROLAMAO - PINHEIRAL,FLORESTA,6517,4484,"-31,20 %",1692,1575,"-6,91 %","1,10 %","-0,38 %","-1,48","66,68","57,81","-13,30 %","97,74","77,57","-20,64 %","70,12 %","62,30 %"
MERCEARIA,MATINAIS,ACUCAR,ACUCAR REFINADO,S CECILIA - V.REDONDA,FLORESTA,5224,3386,"-35,18 %",1378,1209,"-12,26 %","1,74 %","-0,25 %","-1,99","74,34","64,88","-12,72 %","70,28","52,19","-25,74 %","74,59 %","76,01 %"
MERCEARIA,MATINAIS,ACUCAR,ACUCAR REFINADO,SANTO CRISTO,GMAP,21851,12773,"-41,55 %",5821,4500,"-22,69 %","-1,77 %","3,94 %","5,71","260,72","217,81","-16,46 %","83,81","58,64","-30,03 %","92,03 %","92,56 %"
MERCEARIA,MATINAIS,ACUCAR,ACUCAR REFINADO,SAO CONRADO 1,TORRE,39337,26014,"-33,87 %",10357,8634,"-16,64 %","-0,93 %","2,73 %","3,66","455,51","325,47","-28,55 %","86,36","79,93","-7,45 %","94,04 %","93,68 %"
MERCEARIA,MATINAIS,ACUCAR,ACUCAR REFINADO,SAO CONRADO 2,TORRE,18705,9550,"-48,95 %",4860,3285,"-32,41 %","0,73 %","-0,14 %","-0,87","236,55","169,55","-28,32 %","79,08","56,32","-28,77 %","91,25 %","89,88 %"
MERCEARIA,MATINAIS,ACUCAR,ACUCAR REFINADO,SAO JOAO DE MERITI,GMAP,14757,11863,"-19,61 %",3935,4179,"6,20 %","-2,07 %","0,09 %","2,16","241,13","200,92","-16,68 %","61,20","59,05","-3,52 %","90,75 %","94,84 %"
MERCEARIA,MATINAIS,ACUCAR,ACUCAR REFINADO,SAO LUCAS - V.REDONDA,FLORESTA,4331,3271,"-24,49 %",1151,1216,"5,65 %","-2,12 %","2,32 %","4,44","72,07","49,34","-31,54 %","60,10","66,28","10,29 %","74,82 %","73,46 %"
MERCEARIA,MATINAIS,ACUCAR,ACUCAR REFINADO,SAO PEDRO DA ALDEIA,ALVORADA,19801,12362,"-37,57 %",5264,4497,"-14,57 %","0,09 %","4,99 %","4,91","285,26","281,88","-1,19 %","69,41","43,85","-36,82 %","93,30 %","93,83 %"
MERCEARIA,MATINAIS,ACUCAR,ACUCAR REFINADO,SARACURUNA,GMAP,31309,19228,"-38,59 %",8400,6832,"-18,67 %","-0,90 %","3,72 %","4,61","386,23","333,97","-13,53 %","81,06","57,57","-28,98 %","94,08 %","93,77 %"
MERCEARIA,MATINAIS,ACUCAR,ACUCAR REFINADO,SAVIO GAMA - V.REDOND,FLORESTA,11753,6946,"-40,90 %",3151,2489,"-21,01 %","1,85 %","1,89 %","0,04","179,43","128,63","-28,31 %","65,50","54,00","-17,56 %","62,01 %","54,34 %"
MERCEARIA,MATINAIS,ACUCAR,ACUCAR REFINADO,SENADOR CAMARA,GMAP,26681,12850,"-51,84 %",7094,4569,"-35,59 %","-2,53 %","2,61 %","5,14","400,22","268,65","-32,87 %","66,67","47,83","-28,25 %","93,89 %","94,85 %"
MERCEARIA,MATINAIS,ACUCAR,ACUCAR REFINADO,SEPETIBAO,RAMIGOS,19386,8566,"-55,82 %",5166,3041,"-41,13 %","0,58 %","0,62 %","0,03","267,57","177,00","-33,85 %","72,45","48,39","-33,21 %","98,64 %","96,66 %"
MERCEARIA,MATINAIS,ACUCAR,ACUCAR REFINADO,STA CRUZ DA SERRA,PADRAO,32155,17192,"-46,53 %",8571,6073,"-29,14 %","-1,80 %","-0,30 %","1,50","246,64","202,43","-17,92 %","130,37","84,93","-34,86 %","97,08 %","97,61 %"
MERCEARIA,MATINAIS,ACUCAR,ACUCAR REFINADO,TAMOIOS UNAMAR,ALVORADA,27672,11824,"-57,27 %",7337,4222,"-42,46 %","-1,10 %","5,53 %","6,63","183,78","137,18","-25,36 %","150,57","86,19","-42,76 %","87,73 %","82,59 %"
MERCEARIA,MATINAIS,ACUCAR,ACUCAR REFINADO,TANGUA,ALVORADA,18167,10275,"-43,44 %",4831,3726,"-22,87 %","-1,22 %","4,25 %","5,47","242,35","262,20","8,19 %","74,96","39,19","-47,72 %","91,80 %","90,53 %"
MERCEARIA,MATINAIS,ACUCAR,ACUCAR REFINADO,TANUS BEDRAN,GMAP,17082,8195,"-52,03 %",4572,2969,"-35,06 %","-0,92 %","0,45 %","1,37","536,31","361,48","-32,60 %","31,85","22,67","-28,83 %","92,92 %","90,66 %"
MERCEARIA,MATINAIS,ACUCAR,ACUCAR REFINADO,TAQUARA,TORRE,28173,14033,"-50,19 %",7338,4873,"-33,59 %","0,32 %","-0,93 %","-1,25","333,64","250,48","-24,92 %","84,44","56,02","-33,65 %","91,12 %","90,27 %"
MERCEARIA,MATINAIS,ACUCAR,ACUCAR REFINADO,TIJUCA,TORRE,21789,10002,"-54,10 %",5716,3403,"-40,47 %","-0,97 %","0,75 %","1,71","423,67","291,20","-31,27 %","51,43","34,35","-33,22 %","90,53 %","82,57 %"
MERCEARIA,MATINAIS,ACUCAR,ACUCAR REFINADO,TRINDADE,ALVORADA,13980,6145,"-56,05 %",3690,2185,"-40,79 %","-2,90 %","3,73 %","6,63","226,17","155,76","-31,13 %","61,81","39,45","-36,18 %","95,02 %","93,29 %"
MERCEARIA,MATINAIS,ACUCAR,ACUCAR REFINADO,V.DOS TELES S.J.MERITI,GMAP,48744,24744,"-49,24 %",12976,8769,"-32,42 %","-2,17 %","1,97 %","4,13","675,17","479,63","-28,96 %","72,19","51,59","-28,54 %","95,22 %","94,09 %"
MERCEARIA,MATINAIS,ACUCAR,ACUCAR REFINADO,VALVERDE,PADRAO,67226,32150,"-52,18 %",17933,11178,"-37,67 %","-1,92 %","0,09 %","2,01","498,98","337,30","-32,40 %","134,73","95,32","-29,25 %","98,00 %","96,88 %"
MERCEARIA,MATINAIS,ACUCAR,ACUCAR REFINADO,VILA DO JOAO,TORRE,41326,18855,"-54,37 %",10867,6441,"-40,73 %","-0,98 %","-0,02 %","0,96","521,50","373,78","-28,33 %","79,24","50,44","-36,34 %","96,50 %","95,53 %"
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE CULINARIO,AGUA MINERAL,ALVORADA,30,16,"-47,36 %",4,2,"-50,00 %","46,19 %","64,17 %","17,98","0,25","0,28","11,69 %","122,07","57,53","-52,87 %","6,68 %","3,52 %"
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE CULINARIO,ANCHIETA,RAMIGOS,,143,,,26,,,"41,53 %","41,53",,"0,81",,,"176,37",,,"5,06 %"
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE CULINARIO,ARARUAMA 1,ALVORADA,15,,"-100,00 %",2,,"-100,00 %","46,17 %",,"-46,17","0,06",,"-100,00 %","258,06",,"-100,00 %","1,52 %",
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE CULINARIO,ARSENAL,ALVORADA,15,,"-100,00 %",2,,"-100,00 %","48,70 %",,"-48,70","0,14",,"-100,00 %","106,26",,"-100,00 %","2,21 %",
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE CULINARIO,ATERRADO - V.REDONDA,FLORESTA,31,,"-100,00 %",3,,"-100,00 %","65,88 %",,"-65,88","0,36",,"-100,00 %","85,04",,"-100,00 %","2,53 %",
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE CULINARIO,BACAXA - SAQUAREMA,ALVORADA,15,,"-100,00 %",2,,"-100,00 %","46,17 %",,"-46,17","0,35",,"-100,00 %","43,26",,"-100,00 %","1,87 %",
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE CULINARIO,BANGU,RAMIGOS,,22,,,4,,,"41,53 %","41,53",,"0,19",,,"114,91",,,"2,22 %"
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE CULINARIO,BARRA DA TIJUCA,TORRE,119,31,"-73,92 %",17,4,"-76,47 %","52,16 %","62,35 %","10,20","0,86","0,22","-74,72 %","137,70","142,07","3,17 %","4,38 %","1,23 %"
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE CULINARIO,BARRA OESTE - ABELARDO BUENO,BARRA OESTE,56,,"-100,00 %",8,,"-100,00 %","52,82 %",,"-52,82","0,36",,"-100,00 %","155,76",,"-100,00 %","1,89 %",
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE CULINARIO,BARRA OESTE - AV. DAS AMERICAS,BARRA OESTE,70,,"-100,00 %",10,,"-100,00 %","52,54 %",,"-52,54","0,53",,"-100,00 %","131,96",,"-100,00 %","1,96 %",
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE CULINARIO,BARRA OESTE - CAMPO GRANDE,BARRA OESTE,21,,"-100,00 %",3,,"-100,00 %","52,32 %",,"-52,32","0,55",,"-100,00 %","37,89",,"-100,00 %","1,90 %",
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE CULINARIO,BARRA OESTE - CASCADURA,BARRA OESTE,84,,"-100,00 %",12,,"-100,00 %","52,87 %",,"-52,87","0,74",,"-100,00 %","112,72",,"-100,00 %","6,20 %",
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE CULINARIO,BARRA OESTE - GARDENIA AZUL,BARRA OESTE,63,,"-100,00 %",9,,"-100,00 %","52,08 %",,"-52,08","1,22",,"-100,00 %","51,59",,"-100,00 %","6,63 %",
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE CULINARIO,BARRA OESTE - GUARATIBA,BARRA OESTE,42,,"-100,00 %",6,,"-100,00 %","51,96 %",,"-51,96","0,68",,"-100,00 %","61,42",,"-100,00 %","4,19 %",
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE CULINARIO,BARRA OESTE - PEDRA GUARATIBA,BARRA OESTE,70,,"-100,00 %",10,,"-100,00 %","52,18 %",,"-52,18","1,98",,"-100,00 %","35,19",,"-100,00 %","3,46 %",
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE CULINARIO,BARRA OESTE - RECREIO I,BARRA OESTE,112,,"-100,00 %",16,,"-100,00 %","52,45 %",,"-52,45","1,01",,"-100,00 %","111,28",,"-100,00 %","5,35 %",
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE CULINARIO,BARRA OESTE - RECREIO II,BARRA OESTE,42,,"-100,00 %",6,,"-100,00 %","51,14 %",,"-51,14","0,63",,"-100,00 %","66,08",,"-100,00 %","3,68 %",
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE CULINARIO,BARRA OESTE - RIACHUELO,BARRA OESTE,29,,"-100,00 %",4,,"-100,00 %","53,96 %",,"-53,96","0,25",,"-100,00 %","113,36",,"-100,00 %","2,62 %",
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE CULINARIO,BARRA OESTE - TANQUE,BARRA OESTE,70,,"-100,00 %",10,,"-100,00 %","52,64 %",,"-52,64","0,75",,"-100,00 %","92,58",,"-100,00 %","3,43 %",
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE CULINARIO,BARRA OESTE - VIA PARQUE,BARRA OESTE,63,,"-100,00 %",9,,"-100,00 %","52,06 %",,"-52,06","0,69",,"-100,00 %","90,74",,"-100,00 %","4,23 %",
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE CULINARIO,BELFORD ROXO,TORRE,,63,,,9,,,"58,27 %","58,27",,"0,37",,,"169,93",,,"4,45 %"
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE CULINARIO,BIG MARKET 2 - STA MARGARIDA,NDP,,8,,,1,,,"60,03 %","60,03",,"0,07",,,"119,85",,,"1,34 %"
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE CULINARIO,BOTAFOGO,ALVORADA,85,35,"-58,85 %",5,4,"-20,00 %","39,87 %","67,43 %","27,56","1,14","1,13","-1,56 %","74,77","31,25","-58,20 %","6,74 %","3,70 %"
