Nome_Departamento,Nome_Secao,Nome_Grupo,Nome_SubGrupo,NomeLoja,NomeAssociado,Venda Anterior,Venda Atual,Var% Venda,Qtde Itens Anterior,Qtde Itens Atual Trigger,Var% Qtd,Mrkd Anterior,Mrkd Atual,Dif Mrkd p.p,Qtde Cupom Ant Frac,Qtde Cupom Atu Frac,Var% Qtde Cupom,Ticket Méd. Ant.,Ticket Méd. Atu,Var% Tkt Méd,A.V. Venda Anterior,A.V. Venda Atual
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,PARK SHOPPING,TORRE,7468,8449,"13,13 %",1663,1381,"-16,96 %","5,52 %","7,80 %","2,28","82,74","113,78","37,52 %","90,26","74,25","-17,74 %","81,98 %","81,23 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,PAVUNA,GMAP,19379,20399,"5,26 %",4888,3560,"-27,17 %","13,55 %","13,99 %","0,44","304,78","236,45","-22,42 %","63,58","86,27","35,68 %","79,27 %","79,68 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,PAVUNA 3,GMAP,10408,8898,"-14,51 %",2751,1592,"-42,13 %","10,45 %","11,89 %","1,44","131,46","95,27","-27,53 %","79,18","93,39","17,96 %","77,75 %","75,84 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,PENHA - CURTUME,PADRAO,5469,5838,"6,76 %",1289,987,"-23,44 %","2,48 %","5,85 %","3,38","69,49","59,57","-14,27 %","78,70","98,01","24,54 %","76,72 %","74,44 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,PETROPOLIS,GMAP,31787,26056,"-18,03 %",8206,4563,"-44,39 %","12,00 %","10,81 %","-1,18","632,92","358,45","-43,36 %","50,22","72,69","44,74 %","90,48 %","87,34 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,PILARES,TORRE,15987,14820,"-7,30 %",3936,2466,"-37,35 %","6,15 %","9,45 %","3,29","249,60","161,18","-35,42 %","64,05","91,94","43,54 %","80,36 %","76,88 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,PIRATININGA,PADRAO,13778,11521,"-16,38 %",3183,1943,"-38,96 %","3,73 %","3,77 %","0,03","133,78","91,45","-31,64 %","102,99","125,98","22,32 %","79,25 %","77,62 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,PORTO NOVO,PADRAO,11662,9391,"-19,47 %",2720,1584,"-41,76 %","3,13 %","5,81 %","2,69","163,45","95,70","-41,45 %","71,35","98,13","37,54 %","88,71 %","85,56 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,PORTO VELHO,PADRAO,11478,8544,"-25,56 %",2944,1472,"-50,01 %","1,00 %","5,41 %","4,42","149,02","86,26","-42,12 %","77,02","99,05","28,60 %","85,17 %","80,51 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,PRACA DAS NACOES,TORRE,9819,8410,"-14,34 %",2286,1427,"-37,58 %","4,52 %","7,51 %","2,99","164,43","105,44","-35,88 %","59,71","79,76","33,58 %","79,32 %","78,64 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,PRACA SECA,TORRE,13601,13839,"1,74 %",3386,2335,"-31,04 %","4,75 %","8,81 %","4,06","212,82","147,89","-30,51 %","63,91","93,58","46,42 %","80,34 %","78,02 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,QUITANDINHA PETROPOLIS,GMAP,17902,10454,"-41,60 %",4456,1843,"-58,64 %","9,97 %","11,59 %","1,61","190,39","91,54","-51,92 %","94,03","114,20","21,46 %","89,41 %","84,38 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,REALENGO,GMAP,6479,6917,"6,75 %",1645,1196,"-27,29 %","9,79 %","10,81 %","1,02","95,80","72,77","-24,04 %","67,63","95,04","40,54 %","73,03 %","74,51 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,RETIRO - V.REDONDA,FLORESTA,6257,4841,"-22,63 %",1572,801,"-49,05 %","8,34 %","8,24 %","-0,10","96,90","52,59","-45,73 %","64,57","92,05","42,55 %","84,89 %","82,03 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,RIGAAS - BENFICA,RAMIGOS,6915,7273,"5,18 %",1735,1212,"-30,14 %","8,76 %","12,50 %","3,74","115,33","87,32","-24,29 %","59,96","83,30","38,93 %","82,20 %","85,60 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,RIO BONITO 2,ALVORADA,13051,12012,"-7,96 %",3171,2057,"-35,13 %","6,36 %","6,38 %","0,02","183,99","128,41","-30,21 %","70,93","93,54","31,87 %","92,33 %","90,97 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,RIO DAS PEDRA,TORRE,39080,33546,"-14,16 %",9574,5743,"-40,01 %","3,17 %","8,26 %","5,09","434,99","291,43","-33,00 %","89,84","115,11","28,12 %","77,75 %","76,83 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,RIO DO OURO,ALVORADA,10680,9168,"-14,16 %",2775,1553,"-44,04 %","7,57 %","7,87 %","0,31","181,20","115,40","-36,32 %","58,94","79,45","34,80 %","93,18 %","89,68 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,ROLAMAO - PINHEIRAL,FLORESTA,3798,3970,"4,53 %",938,632,"-32,62 %","4,96 %","8,77 %","3,81","51,29","35,96","-29,90 %","74,05","110,41","49,10 %","78,08 %","78,34 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,S CECILIA - V.REDONDA,FLORESTA,2934,3233,"10,17 %",726,527,"-27,41 %","0,82 %","12,44 %","11,63","42,30","37,56","-11,21 %","69,36","86,07","24,09 %","73,65 %","72,95 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,SANTO CRISTO,GMAP,13826,11903,"-13,91 %",3469,2120,"-38,89 %","11,43 %","12,91 %","1,48","171,49","102,93","-39,98 %","80,62","115,64","43,43 %","80,42 %","74,38 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,SAO CONRADO 1,TORRE,29548,30562,"3,43 %",7199,5152,"-28,43 %","2,32 %","6,75 %","4,44","310,17","214,60","-30,81 %","95,26","142,42","49,49 %","82,23 %","83,00 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,SAO CONRADO 2,TORRE,13511,12554,"-7,08 %",3192,2096,"-34,34 %","4,46 %","6,40 %","1,93","148,19","102,75","-30,66 %","91,17","122,18","34,01 %","83,41 %","79,07 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,SAO JOAO DE MERITI,GMAP,9562,9646,"0,88 %",2426,1720,"-29,10 %","10,85 %","14,97 %","4,12","158,63","120,70","-23,91 %","60,28","79,92","32,58 %","81,90 %","78,19 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,SAO LUCAS - V.REDONDA,FLORESTA,2255,2030,"-9,96 %",582,344,"-40,89 %","1,26 %","14,56 %","13,30","43,75","32,63","-25,41 %","51,54","62,22","20,72 %","89,44 %","82,95 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,SAO PEDRO DA ALDEIA,ALVORADA,16221,13620,"-16,03 %",4171,2365,"-43,30 %","8,92 %","6,60 %","-2,31","243,49","156,14","-35,87 %","66,62","87,23","30,94 %","91,69 %","88,97 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,SARACURUNA,GMAP,21003,18195,"-13,37 %",5533,3186,"-42,42 %","13,43 %","13,07 %","-0,36","282,16","164,54","-41,68 %","74,44","110,58","48,55 %","84,94 %","81,68 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,SAVIO GAMA - V.REDOND,FLORESTA,9124,10771,"18,06 %",2396,1799,"-24,92 %","-0,58 %","8,46 %","9,04","144,67","115,02","-20,50 %","63,06","93,65","48,50 %","85,75 %","78,14 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,SENADOR CAMARA,GMAP,14494,14013,"-3,32 %",3771,2515,"-33,31 %","9,87 %","14,34 %","4,47","230,70","163,43","-29,16 %","62,83","85,75","36,48 %","85,70 %","85,34 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,SEPETIBAO,RAMIGOS,10135,8043,"-20,65 %",2616,1340,"-48,78 %","10,18 %","14,16 %","3,98","153,01","80,47","-47,41 %","66,24","99,95","50,89 %","86,69 %","85,37 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,STA CRUZ DA SERRA,PADRAO,16737,10666,"-36,27 %",4011,1850,"-53,88 %","0,70 %","4,96 %","4,25","205,62","99,08","-51,82 %","81,40","107,65","32,26 %","90,66 %","87,31 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,TAMOIOS UNAMAR,ALVORADA,18272,13300,"-27,21 %",4616,2250,"-51,26 %","7,11 %","6,56 %","-0,56","148,12","77,76","-47,50 %","123,36","171,04","38,65 %","85,87 %","80,68 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,TANGUA,ALVORADA,18824,9238,"-50,93 %",4691,1577,"-66,38 %","6,37 %","8,40 %","2,03","278,92","129,99","-53,40 %","67,49","71,07","5,30 %","95,53 %","92,78 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,TANUS BEDRAN,GMAP,8713,7873,"-9,64 %",2273,1368,"-39,82 %","11,58 %","12,74 %","1,16","247,99","188,72","-23,90 %","35,13","41,72","18,74 %","76,78 %","74,68 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,TAQUARA,TORRE,15434,13830,"-10,39 %",3509,2214,"-36,91 %","1,97 %","10,34 %","8,37","160,05","101,63","-36,50 %","96,44","136,08","41,11 %","82,40 %","79,46 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,TIJUCA,TORRE,11698,11262,"-3,73 %",2733,1874,"-31,43 %","4,02 %","6,34 %","2,32","197,31","146,68","-25,66 %","59,29","76,78","29,50 %","75,74 %","72,97 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,TRINDADE,ALVORADA,8973,7670,"-14,52 %",2169,1280,"-40,99 %","5,34 %","8,58 %","3,24","127,40","93,12","-26,91 %","70,43","82,37","16,94 %","90,35 %","87,47 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,V.DOS TELES S.J.MERITI,GMAP,30654,27164,"-11,38 %",7682,4692,"-38,92 %","11,43 %","11,65 %","0,22","480,08","290,11","-39,57 %","63,85","93,63","46,64 %","87,07 %","84,82 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,VALVERDE,PADRAO,33763,28389,"-15,92 %",8553,4831,"-43,52 %","2,02 %","5,92 %","3,91","346,84","200,29","-42,25 %","97,34","141,74","45,61 %","90,37 %","84,26 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,VILA DO JOAO,TORRE,21687,19981,"-7,87 %",5218,3395,"-34,94 %","3,05 %","11,20 %","8,15","321,24","251,86","-21,60 %","67,51","79,33","17,51 %","84,12 %","82,10 %"
MERCEARIA,CEREAIS,GRAOS,AMENDOIM,AGUA MINERAL,ALVORADA,130,61,"-53,08 %",13,6,"-53,85 %","44,10 %","40,15 %","-3,95","1,97","0,68","-65,75 %","65,83","90,19","37,02 %","6,53 %","4,03 %"
MERCEARIA,CEREAIS,GRAOS,AMENDOIM,ALCANTARA,GMAP,371,408,"10,01 %",34,33,"-2,94 %","49,44 %","42,04 %","-7,40","5,69","5,59","-1,64 %","65,18","72,90","11,84 %","5,42 %","6,61 %"
MERCEARIA,CEREAIS,GRAOS,AMENDOIM,ALVORADA - MANGUEIRIN R.BONITO,ALVORADA,110,101,"-8,28 %",11,10,"-9,09 %","39,08 %","39,14 %","0,06","1,35","0,52","-61,79 %","81,16","194,81","140,03 %","5,08 %","4,28 %"
MERCEARIA,CEREAIS,GRAOS,AMENDOIM,ANCHIETA,RAMIGOS,117,444,"278,74 %",8,52,"550,00 %","35,02 %","33,57 %","-1,45","0,57","6,92","1104,89 %","204,01","64,13","-68,57 %","1,54 %","6,58 %"
MERCEARIA,CEREAIS,GRAOS,AMENDOIM,ARARUAMA 1,ALVORADA,299,271,"-9,33 %",30,27,"-10,00 %","44,74 %","37,38 %","-7,36","2,32","2,15","-7,19 %","129,01","126,03","-2,30 %","7,53 %","6,43 %"
MERCEARIA,CEREAIS,GRAOS,AMENDOIM,ARARUAMA 2,ALVORADA,199,103,"-48,32 %",20,10,"-50,00 %","44,11 %","39,49 %","-4,62","1,97","3,51","78,58 %","101,16","29,28","-71,06 %","7,70 %","3,69 %"
MERCEARIA,CEREAIS,GRAOS,AMENDOIM,ARSENAL,ALVORADA,120,100,"-16,67 %",12,10,"-16,67 %","43,00 %","37,10 %","-5,90","0,85","0,99","16,88 %","140,75","100,35","-28,70 %","5,16 %","4,50 %"
MERCEARIA,CEREAIS,GRAOS,AMENDOIM,ATERRADO - V.REDONDA,FLORESTA,180,223,"24,05 %",13,15,"15,38 %","59,63 %","42,86 %","-16,77","0,61","1,90","209,10 %","292,67","117,46","-59,87 %","5,78 %","5,77 %"
MERCEARIA,CEREAIS,GRAOS,AMENDOIM,BACAXA - SAQUAREMA,ALVORADA,181,195,"7,48 %",18,19,"5,56 %","44,84 %","40,54 %","-4,30","1,49","1,30","-13,17 %","121,39","150,26","23,78 %","4,50 %","5,37 %"
MERCEARIA,CEREAIS,GRAOS,AMENDOIM,BANDEIRANTES S.GONCALO,GMAP,11,144,"1220,18 %",1,11,"1000,00 %","49,49 %","45,66 %","-3,83","0,02","0,60","2376,37 %","446,90","238,25","-46,69 %","0,29 %","4,10 %"
MERCEARIA,CEREAIS,GRAOS,AMENDOIM,BANGU,GMAP,65,212,"223,39 %",6,15,"150,00 %","49,42 %","41,94 %","-7,48","0,60","3,07","409,31 %","108,52","68,90","-36,50 %","1,75 %","5,53 %"
MERCEARIA,CEREAIS,GRAOS,AMENDOIM,BANGU,RAMIGOS,178,141,"-20,96 %",13,15,"15,38 %","46,55 %","33,14 %","-13,40","1,72","1,67","-2,65 %","103,70","84,20","-18,81 %","8,66 %","6,34 %"
MERCEARIA,CEREAIS,GRAOS,AMENDOIM,BARRA DA TIJUCA,TORRE,,53,,,4,,,"57,68 %","57,68",,"0,18",,,"287,07",,,"1,00 %"
MERCEARIA,CEREAIS,GRAOS,AMENDOIM,BARRA OESTE - ABELARDO BUENO,BARRA OESTE,90,158,"75,43 %",10,16,"60,00 %","37,28 %","38,79 %","1,51","1,05","2,13","103,14 %","85,80","74,10","-13,64 %","2,01 %","4,12 %"
MERCEARIA,CEREAIS,GRAOS,AMENDOIM,BARRA OESTE - AV. DAS AMERICAS,BARRA OESTE,153,422,"176,50 %",17,45,"164,71 %","37,25 %","38,55 %","1,31","1,62","1,87","15,50 %","94,35","225,87","139,40 %","2,32 %","7,88 %"
MERCEARIA,CEREAIS,GRAOS,AMENDOIM,BARRA OESTE - CAMPO GRANDE,BARRA OESTE,162,149,"-8,02 %",18,16,"-11,11 %","37,27 %","39,24 %","1,96","2,28","1,21","-47,06 %","70,84","123,08","73,75 %","3,39 %","4,95 %"
MERCEARIA,CEREAIS,GRAOS,AMENDOIM,BARRA OESTE - CASCADURA,BARRA OESTE,72,83,"15,28 %",8,9,"12,50 %","30,27 %","39,57 %","9,30","1,68","1,47","-12,07 %","42,85","56,17","31,10 %","1,98 %","2,82 %"
MERCEARIA,CEREAIS,GRAOS,AMENDOIM,BARRA OESTE - GARDENIA AZUL,BARRA OESTE,99,189,"90,93 %",11,20,"81,82 %","36,79 %","38,90 %","2,11","1,50","2,58","71,64 %","65,82","73,21","11,24 %","3,19 %","6,79 %"
MERCEARIA,CEREAIS,GRAOS,AMENDOIM,BARRA OESTE - GUARATIBA,BARRA OESTE,180,224,"24,45 %",20,24,"20,00 %","37,24 %","38,83 %","1,59","3,17","3,48","9,75 %","56,68","64,28","13,40 %","4,04 %","5,76 %"
MERCEARIA,CEREAIS,GRAOS,AMENDOIM,BARRA OESTE - PEDRA GUARATIBA,BARRA OESTE,314,336,"7,00 %",35,36,"2,86 %","37,28 %","39,10 %","1,82","3,60","5,32","47,85 %","87,37","63,23","-27,63 %","5,62 %","5,65 %"
MERCEARIA,CEREAIS,GRAOS,AMENDOIM,BARRA OESTE - RECREIO I,BARRA OESTE,153,233,"52,33 %",17,25,"47,06 %","37,20 %","40,15 %","2,94","0,82","2,92","255,25 %","185,42","79,50","-57,12 %","3,06 %","5,17 %"
MERCEARIA,CEREAIS,GRAOS,AMENDOIM,BARRA OESTE - RECREIO II,BARRA OESTE,54,96,"77,80 %",6,10,"66,67 %","37,05 %","38,73 %","1,68","0,49","1,48","201,16 %","110,01","64,95","-40,96 %","1,69 %","3,28 %"
MERCEARIA,CEREAIS,GRAOS,AMENDOIM,BARRA OESTE - RIACHUELO,BARRA OESTE,90,104,"15,57 %",10,11,"10,00 %","37,27 %","39,11 %","1,84","2,38","2,09","-11,95 %","37,77","49,58","31,26 %","2,89 %","3,46 %"
MERCEARIA,CEREAIS,GRAOS,AMENDOIM,BARRA OESTE - TANQUE,BARRA OESTE,207,209,"0,97 %",23,23,"0,00 %","37,14 %","40,11 %","2,96","4,45","3,35","-24,64 %","46,46","62,24","33,97 %","4,37 %","4,60 %"
MERCEARIA,CEREAIS,GRAOS,AMENDOIM,BARRA OESTE - VIA PARQUE,BARRA OESTE,9,57,"533,41 %",1,6,"500,00 %","36,69 %","38,63 %","1,94","0,03","0,47","1652,05 %","332,26","120,12","-63,85 %","0,35 %","2,28 %"
MERCEARIA,CEREAIS,GRAOS,AMENDOIM,BARRETO,PADRAO,80,100,"25,00 %",8,10,"25,00 %","48,92 %","42,48 %","-6,44","0,93","1,01","9,35 %","86,12","98,45","14,31 %","3,22 %","5,03 %"
MERCEARIA,CEREAIS,GRAOS,AMENDOIM,BELFORD ROXO,TORRE,,143,,,11,,,"56,90 %","56,90",,"1,60",,,"89,20",,,"2,09 %"
MERCEARIA,CEREAIS,GRAOS,AMENDOIM,BIG MARKET 1 - DEODORO,NDP,96,24,"-75,00 %",8,2,"-75,00 %","49,84 %","47,79 %","-2,05","1,84","0,67","-63,75 %","52,16","35,97","-31,04 %","8,41 %","2,54 %"
MERCEARIA,CEREAIS,GRAOS,AMENDOIM,BIG MARKET 2 - STA MARGARIDA,NDP,120,78,"-35,05 %",10,7,"-30,00 %","54,13 %","43,03 %","-11,10","0,69","0,48","-30,25 %","172,55","160,66","-6,89 %","5,60 %","4,42 %"
MERCEARIA,CEREAIS,GRAOS,AMENDOIM,BOTAFOGO,ALVORADA,160,136,"-15,14 %",16,13,"-18,75 %","42,29 %","39,91 %","-2,38","2,31","1,59","-31,25 %","69,25","85,48","23,43 %","4,63 %","4,10 %"
MERCEARIA,CEREAIS,GRAOS,AMENDOIM,BUZIOS,ALVORADA,312,246,"-21,37 %",31,24,"-22,58 %","44,67 %","38,42 %","-6,26","4,27","3,11","-27,14 %","73,21","79,00","7,91 %","10,31 %","9,48 %"
MERCEARIA,CEREAIS,GRAOS,AMENDOIM,CABO FRIO 1 - SHOP P LAGOS ,ALVORADA,191,91,"-52,46 %",19,9,"-52,63 %","42,15 %","38,89 %","-3,26","1,97","0,95","-51,47 %","97,12","95,14","-2,04 %","8,08 %","2,94 %"
MERCEARIA,CEREAIS,GRAOS,AMENDOIM,CABO FRIO 2 - S.CRISTOVAO,ALVORADA,269,252,"-6,67 %",27,25,"-7,41 %","43,63 %","38,00 %","-5,63","2,37","2,67","12,80 %","113,83","94,18","-17,26 %","5,92 %","5,72 %"
MERCEARIA,CEREAIS,GRAOS,AMENDOIM,CABO FRIO 3 - JD ESPERANCA,ALVORADA,100,322,"223,01 %",10,32,"220,00 %","44,43 %","36,99 %","-7,43","1,99","2,62","31,41 %","50,07","123,07","145,81 %","2,60 %","6,69 %"
MERCEARIA,CEREAIS,GRAOS,AMENDOIM,CAMPO GRANDE,TORRE,,130,,,10,,,"57,70 %","57,70",,"0,70",,,"184,60",,,"3,37 %"
MERCEARIA,CEREAIS,GRAOS,AMENDOIM,CASIMIRO DE ABREU,ALVORADA,200,51,"-74,50 %",20,5,"-75,00 %","43,98 %","39,38 %","-4,60","2,92","0,26","-90,93 %","68,38","192,24","181,12 %","6,38 %","2,28 %"
MERCEARIA,CEREAIS,GRAOS,AMENDOIM,CENTRO - B.MANSA,FLORESTA,76,199,"162,74 %",6,13,"116,67 %","52,68 %","42,09 %","-10,59","0,55","1,43","158,01 %","137,30","139,82","1,84 %","4,41 %","8,50 %"
MERCEARIA,CEREAIS,GRAOS,AMENDOIM,CENTRO - RESENDE,FLORESTA,110,76,"-30,40 %",9,6,"-33,33 %","54,07 %","46,56 %","-7,51","1,61","2,71","67,86 %","68,04","28,21","-58,53 %","6,16 %","4,68 %"
MERCEARIA,CEREAIS,GRAOS,AMENDOIM,CENTRO - V.REDONDA,FLORESTA,205,180,"-12,28 %",17,13,"-23,53 %","52,69 %","44,66 %","-8,03","1,93","3,04","57,42 %","106,07","59,10","-44,28 %","12,15 %","15,01 %"
MERCEARIA,CEREAIS,GRAOS,AMENDOIM,CENTRO - VALENCA,FLORESTA,38,42,"10,62 %",3,3,"0,00 %","53,59 %","43,16 %","-10,44","0,38","0,10","-73,14 %","101,17","416,68","311,84 %","3,33 %","4,10 %"
MERCEARIA,CEREAIS,GRAOS,AMENDOIM,CENTRO MARICA,GMAP,,419,,,34,,,"42,24 %","42,24",,"1,75",,,"239,82",,,"3,87 %"
MERCEARIA,CEREAIS,GRAOS,AMENDOIM,COELHO DA ROCHA,TORRE,,78,,,6,,,"57,70 %","57,70",,"0,60",,,"129,23",,,"2,40 %"
MERCEARIA,CEREAIS,GRAOS,AMENDOIM,COELHO NETO,GMAP,98,190,"93,37 %",9,13,"44,44 %","49,87 %","45,26 %","-4,61","0,54","1,07","97,79 %","181,92","177,86","-2,23 %","2,12 %","4,54 %"
MERCEARIA,CEREAIS,GRAOS,AMENDOIM,COLUBANDE,ALVORADA,100,40,"-60,00 %",10,4,"-60,00 %","40,96 %","39,25 %","-1,71","0,85","0,29","-66,13 %","117,87","139,19","18,09 %","5,85 %","2,57 %"
MERCEARIA,CEREAIS,GRAOS,AMENDOIM,COPACABANA,ALVORADA,151,183,"20,58 %",15,18,"20,00 %","45,92 %","37,91 %","-8,00","1,61","2,38","47,62 %","94,14","76,89","-18,32 %","3,16 %","4,08 %"
MERCEARIA,CEREAIS,GRAOS,AMENDOIM,COSMOS,RAMIGOS,217,186,"-14,20 %",18,18,"0,00 %","48,04 %","32,00 %","-16,04","2,43","3,00","23,72 %","89,25","61,90","-30,65 %","5,10 %","5,11 %"
MERCEARIA,CEREAIS,GRAOS,AMENDOIM,COVELO - PACIENCIA,NDP,290,311,"7,24 %",27,29,"7,41 %","45,45 %","34,49 %","-10,96","5,34","4,23","-20,69 %","54,38","73,53","35,21 %","6,63 %","7,38 %"
MERCEARIA,CEREAIS,GRAOS,AMENDOIM,DUQUE DE CAXIAS,GMAP,174,178,"1,89 %",16,13,"-18,75 %","49,54 %","42,82 %","-6,72","1,70","0,58","-66,07 %","102,53","307,88","200,29 %","3,12 %","3,80 %"
MERCEARIA,CEREAIS,GRAOS,AMENDOIM,DUQUE DE CAXIAS,TORRE,,143,,,11,,,"56,91 %","56,91",,"0,73",,,"196,11",,,"2,10 %"
MERCEARIA,CEREAIS,GRAOS,AMENDOIM,ENGENHO DO MATO,PADRAO,60,200,"233,33 %",6,20,"233,33 %","48,54 %","42,54 %","-6,00","0,83","2,34","182,24 %","72,20","85,27","18,10 %","2,38 %","7,84 %"
MERCEARIA,CEREAIS,GRAOS,AMENDOIM,FENIX - MERCADO MULTI PENHA,FENIX,45,77,"71,03 %",3,7,"133,33 %","63,28 %","48,78 %","-14,51","1,64","1,32","-19,80 %","27,35","58,33","113,24 %","2,31 %","3,35 %"
MERCEARIA,CEREAIS,GRAOS,AMENDOIM,FENIX - NOVA BRASILIA,FENIX,88,119,"35,69 %",8,12,"50,00 %","31,60 %","36,75 %","5,15","1,28","2,15","67,79 %","68,49","55,38","-19,13 %","3,28 %","5,59 %"
MERCEARIA,CEREAIS,GRAOS,AMENDOIM,FENIX - VL DA PENHA QUITUNGO,FENIX,,115,,,9,,,"37,46 %","37,46",,"1,55",,,"73,91",,,"4,72 %"
MERCEARIA,CEREAIS,GRAOS,AMENDOIM,FONSECA,PADRAO,120,150,"25,00 %",12,15,"25,00 %","49,82 %","42,52 %","-7,31","1,07","0,99","-7,37 %","112,31","151,55","34,95 %","2,85 %","3,82 %"
MERCEARIA,CEREAIS,GRAOS,AMENDOIM,FREGUESIA,TORRE,,39,,,3,,,"57,06 %","57,06",,"0,14",,,"287,76",,,"1,18 %"
MERCEARIA,CEREAIS,GRAOS,AMENDOIM,GA - FRAGOSO,RAMIGOS,231,238,"3,03 %",20,18,"-10,00 %","19,99 %","39,93 %","19,94","0,96","2,33","142,69 %","240,18","101,97","-57,55 %","5,90 %","10,00 %"
MERCEARIA,CEREAIS,GRAOS,AMENDOIM,GA - PIABETA (INHOMIRIM),RAMIGOS,462,451,"-2,38 %",39,34,"-12,82 %","28,68 %","43,64 %","14,96","2,41","2,18","-9,53 %","191,61","206,77","7,91 %","4,61 %","4,76 %"
MERCEARIA,CEREAIS,GRAOS,AMENDOIM,IGUABA GRANDE,ALVORADA,259,395,"52,36 %",26,39,"50,00 %","45,28 %","37,48 %","-7,79","3,01","2,59","-13,79 %","86,29","152,50","76,74 %","4,68 %","6,21 %"
MERCEARIA,CEREAIS,GRAOS,AMENDOIM,INHAUMA,PADRAO,60,160,"166,67 %",6,16,"166,67 %","47,67 %","42,21 %","-5,46","1,46","3,43","134,90 %","40,95","46,49","13,52 %","2,30 %","6,60 %"
MERCEARIA,CEREAIS,GRAOS,AMENDOIM,INOA,ALVORADA,132,215,"62,31 %",13,21,"61,54 %","46,03 %","38,58 %","-7,44","1,65","1,37","-17,21 %","79,96","156,77","96,05 %","2,17 %","3,68 %"
MERCEARIA,CEREAIS,GRAOS,AMENDOIM,ITABORAI - CENTRO ,ALVORADA,130,111,"-14,61 %",13,11,"-15,38 %","44,88 %","38,53 %","-6,35","1,67","1,07","-35,98 %","77,65","103,56","33,38 %","3,87 %","3,67 %"
MERCEARIA,CEREAIS,GRAOS,AMENDOIM,ITABORAI 1,ALVORADA,110,171,"55,46 %",11,17,"54,55 %","44,69 %","37,06 %","-7,63","1,96","1,77","-9,71 %","56,05","96,50","72,18 %","2,88 %","5,08 %"
MERCEARIA,CEREAIS,GRAOS,AMENDOIM,ITAIPU,PADRAO,,220,,,22,,,"42,26 %","42,26",,"1,40",,,"157,33",,,"4,74 %"
MERCEARIA,CEREAIS,GRAOS,AMENDOIM,JARDIM CATARINA,ALVORADA,50,62,"24,01 %",5,6,"20,00 %","41,13 %","40,64 %","-0,49","1,68","1,51","-9,77 %","29,72","40,85","37,44 %","2,64 %","3,21 %"
MERCEARIA,CEREAIS,GRAOS,AMENDOIM,JARDIM REDENTOR,RAMIGOS,52,365,"597,38 %",3,42,"1300,00 %","36,60 %","33,43 %","-3,17","0,36","4,48","1140,13 %","145,05","81,57","-43,77 %","0,86 %","5,20 %"
MERCEARIA,CEREAIS,GRAOS,AMENDOIM,LARGO DA BATALHA,PADRAO,270,280,"3,69 %",27,28,"3,70 %","49,93 %","42,42 %","-7,51","2,25","4,23","88,00 %","120,16","66,28","-44,84 %","3,12 %","3,77 %"
